,codes,id,id_region,insee,label,label_region,lat,lon,name,region,timezone,zip_code
883,"[{'type': 'CR-CI-CH', 'value': '0087-317123-00'}]",stop_area:OCE:SA:87317123,admin:224363extern,62893,Wimille Wimereux (Wimereux),Wimereux (62930),50.763853,1.613627,Wimille Wimereux,Wimereux,Europe/Paris,62930
884,"[{'type': 'CR-CI-CH', 'value': '0087-317164-00'}]",stop_area:OCE:SA:87317164,admin:2622231extern,62588,Montreuil sur Mer (Montreuil),Montreuil (62170),50.466229,1.768893,Montreuil sur Mer,Montreuil,Europe/Paris,62170
885,"[{'type': 'CR-CI-CH', 'value': '0087-317180-00'}]",stop_area:OCE:SA:87317180,admin:1145178extern,62177,Brimeux (Brimeux),Brimeux (62170),50.446773,1.833932,Brimeux,Brimeux,Europe/Paris,62170
886,"[{'type': 'CR-CI-CH', 'value': '0087-317198-00'}]",stop_area:OCE:SA:87317198,admin:1122577extern,62100,Beaurainville (Beaurainville),Beaurainville (62990),50.422971,1.89518,Beaurainville,Beaurainville,Europe/Paris,62990
887,"[{'type': 'CR-CI-CH', 'value': '0087-317206-00'}]",stop_area:OCE:SA:87317206,admin:1176967extern,62552,Maresquel (Maresquel-Ecquemicourt),Maresquel-Ecquemicourt (62990),50.407994,1.931115,Maresquel,Maresquel-Ecquemicourt,Europe/Paris,62990
888,"[{'type': 'CR-CI-CH', 'value': '0087-317222-00'}]",stop_area:OCE:SA:87317222,admin:1167524extern,62447,Hesdin (Hesdin),Hesdin (62140),50.37818,2.03525,Hesdin,Hesdin,Europe/Paris,62140
889,"[{'type': 'CR-CI-CH', 'value': '0087-317230-00'}]",stop_area:OCE:SA:87317230,admin:2917118extern,62050,Auchy lès Hesdin (Auchy-lès-Hesdin),Auchy-lès-Hesdin (62770),50.396335,2.102436,Auchy lès Hesdin,Auchy-lès-Hesdin,Europe/Paris,62770
890,"[{'type': 'CR-CI-CH', 'value': '0087-317248-00'}]",stop_area:OCE:SA:87317248,admin:2917313extern,62138,Blangy sur Ternoise (Blangy-sur-Ternoise),Blangy-sur-Ternoise (62770),50.424587,2.17222,Blangy sur Ternoise,Blangy-sur-Ternoise,Europe/Paris,62770
891,"[{'type': 'CR-CI-CH', 'value': '0087-317255-00'}]",stop_area:OCE:SA:87317255,admin:2915660extern,62036,Anvin (Anvin),Anvin (62134),50.446787,2.255036,Anvin,Anvin,Europe/Paris,62134
892,"[{'type': 'CR-CI-CH', 'value': '0087-317263-BV'}]",stop_area:OCE:SA:87317263,admin:286380extern,62193,Calais Ville (Calais),Calais (62100),50.953465,1.850771,Calais Ville,Calais,Europe/Paris,62100
893,"[{'type': 'CR-CI-CH', 'value': '0087-317305-00'}]",stop_area:OCE:SA:87317305,admin:286380extern,62193,Les Fontinettes (Calais),Calais (62100),50.940981,1.849871,Les Fontinettes,Calais,Europe/Paris,62100
894,"[{'type': 'CR-CI-CH', 'value': '0087-317321-BV'}]",stop_area:OCE:SA:87317321,admin:286783extern,62191,Caffiers (Caffiers),Caffiers (62132),50.849779,1.812179,Caffiers,Caffiers,Europe/Paris,62132
895,"[{'type': 'CR-CI-CH', 'value': '0087-317339-00'}]",stop_area:OCE:SA:87317339,admin:240359extern,62711,Marquise Rinxent (Rinxent),Rinxent (62720),50.805659,1.729879,Marquise Rinxent,Rinxent,Europe/Paris,62720
896,"[{'type': 'CR-CI-CH', 'value': '0087-317362-00'}]",stop_area:OCE:SA:87317362,admin:114349extern,80001,Abbeville (Abbeville),Abbeville (80100),50.102207,1.824503,Abbeville,Abbeville,Europe/Paris,80100
897,"[{'type': 'CR-CI-CH', 'value': '0087-317396-00'}]",stop_area:OCE:SA:87317396,admin:1268492extern,80600,Noyelles-sur-Mer (Noyelles-sur-Mer),Noyelles-sur-Mer (80860),50.187349,1.704493,Noyelles-sur-Mer,Noyelles-sur-Mer,Europe/Paris,80860
898,"[{'type': 'CR-CI-CH', 'value': '0087-317404-00'}]",stop_area:OCE:SA:87317404,admin:906453extern,80688,Rue (Rue),Rue (80120),50.273213,1.675634,Rue,Rue,Europe/Paris,80120
899,"[{'type': 'CR-CI-CH', 'value': '0087-317487-00'}]",stop_area:OCE:SA:87317487,admin:419913extern,80654,Quesnoy-le-Montant (Quesnoy-le-Montant),Quesnoy-le-Montant (80132),50.108977,1.702499,Quesnoy-le-Montant,Quesnoy-le-Montant,Europe/Paris,80132
900,"[{'type': 'CR-CI-CH', 'value': '0087-317495-00'}]",stop_area:OCE:SA:87317495,admin:418910extern,80190,Chépy-Valines (Chépy),Chépy (80210),50.068152,1.635579,Chépy-Valines,Chépy,Europe/Paris,80210
901,"[{'type': 'CR-CI-CH', 'value': '0087-317503-00'}]",stop_area:OCE:SA:87317503,admin:1259088extern,80308,Feuquières-en-Vimeu-Fre (Feuquières-en-Vimeu),Feuquières-en-Vimeu (80210),50.063316,1.58918,Feuquières-en-Vimeu-Fre,Feuquières-en-Vimeu,Europe/Paris,80210
902,"[{'type': 'CR-CI-CH', 'value': '0087-317511-00'}]",stop_area:OCE:SA:87317511,admin:1251275extern,80827,Woincourt (Woincourt),Woincourt (80520),50.058677,1.537153,Woincourt,Woincourt,Europe/Paris,80520
903,"[{'type': 'CR-CI-CH', 'value': '0087-317529-BV'}]",stop_area:OCE:SA:87317529,admin:157874extern,76711,Le Tréport-Mers-Les-B (Le Tréport),Le Tréport (76470),50.06273,1.37613,Le Tréport-Mers-Les-B,Le Tréport,Europe/Paris,76470
904,"[{'type': 'CR-CI-CH', 'value': '0087-317537-00'}]",stop_area:OCE:SA:87317537,admin:1250222extern,76255,Eu (Eu),Eu (76260),50.054301,1.416907,Eu,Eu,Europe/Paris,76260
905,"[{'type': 'CR-CI-CH', 'value': '0087-317586-BV'}]",stop_area:OCE:SA:87317586,admin:240377extern,62160,Boulogne Ville (Boulogne-sur-Mer),Boulogne-sur-Mer (62200),50.715596,1.609835,Boulogne Ville,Boulogne-sur-Mer,Europe/Paris,62200
906,"[{'type': 'CR-CI-CH', 'value': '0087-317610-00'}]",stop_area:OCE:SA:87317610,admin:286380extern,62193,Beau Marais (Calais),Calais (62100),50.945393,1.898097,Beau Marais,Calais,Europe/Paris,62100
907,"[{'type': 'CR-CI-CH', 'value': '0087-318964-BV'}]",stop_area:OCE:SA:87318964,admin:102478extern,84007,Avignon-TGV (Avignon),Avignon (84000),43.921963,4.78616,Avignon-TGV,Avignon,Europe/Paris,84000
908,"[{'type': 'CR-CI-CH', 'value': '0087-319012-00'}]",stop_area:OCE:SA:87319012,admin:70279extern,13001,Aix-en-Provence-TGV (Aix-en-Provence),Aix-en-Provence (13090-13100),43.455151,5.317273,Aix-en-Provence-TGV,Aix-en-Provence,Europe/Paris,13090;13100
909,"[{'type': 'CR-CI-CH', 'value': '0087-321745-BV'}]",stop_area:OCE:SA:87321745,admin:182415extern,44184,Penhoet (Saint-Nazaire),Saint-Nazaire (44600),47.289904,-2.200905,Penhoet,Saint-Nazaire,Europe/Paris,44600
910,"[{'type': 'CR-CI-CH', 'value': '0087-323675-00'}]",stop_area:OCE:SA:87323675,admin:110282extern,03185,Montluçon-Rimard (Montluçon),Montluçon (03100),46.335622,2.611251,Montluçon-Rimard,Montluçon,Europe/Paris,03100
911,"[{'type': 'CR-CI-CH', 'value': '0087-324095-BV'}]",stop_area:OCE:SA:87324095,admin:135526extern,86062,Futuroscope (Chasseneuil-du-Poitou),Chasseneuil-du-Poitou (86360),46.669847,0.377196,Futuroscope,Chasseneuil-du-Poitou,Europe/Paris,86360
912,"[{'type': 'CR-CI-CH', 'value': '0087-324335-00'}]",stop_area:OCE:SA:87324335,admin:150399extern,02381,Hirson-Ecoles (Hirson),Hirson (02500),49.929654,4.085419,Hirson-Ecoles,Hirson,Europe/Paris,02500
913,"[{'type': 'CR-CI-CH', 'value': '0087-328021-00'}]",stop_area:OCE:SA:87328021,admin:144410extern,81140,Les Cauquillous (Lavaur),Lavaur (81500),43.734298,1.754569,Les Cauquillous,Lavaur,Europe/Paris,81500
914,"[{'type': 'CR-CI-CH', 'value': '0087-328195-BV'}]",stop_area:OCE:SA:87328195,admin:1241831extern,41258,Thesee (Thésée),Thésée (41140),47.322432,1.312005,Thesee,Thésée,Europe/Paris,41140
915,"[{'type': 'CR-CI-CH', 'value': '0087-328328-BV'}]",stop_area:OCE:SA:87328328,admin:9530extern,75113,Bibl-F-Mitterrand (Paris),Paris 13e Arrondissement (75013),48.829833,2.375322,Bibl-F-Mitterrand,Paris 13e Arrondissement,Europe/Paris,75013
916,"[{'type': 'CR-CI-CH', 'value': '0087-334482-00'}]",stop_area:OCE:SA:87334482,admin:120956extern,95450,Neuville-Université (Neuville-sur-Oise),Neuville-sur-Oise (95000),49.014118,2.078904,Neuville-Université,Neuville-sur-Oise,Europe/Paris,95000
917,"[{'type': 'CR-CI-CH', 'value': '0087-334490-00'}]",stop_area:OCE:SA:87334490,admin:78150extern,35051,Cesson-Sévigné (Cesson-Sévigné),Cesson-Sévigné (35510),48.112382,-1.602505,Cesson-Sévigné,Cesson-Sévigné,Europe/Paris,35510
918,"[{'type': 'CR-CI-CH', 'value': '0087-334508-00'}]",stop_area:OCE:SA:87334508,admin:54517extern,35238,La Poterie (Rennes),Rennes (35000-35700),48.09208,-1.63078,La Poterie,Rennes,Europe/Paris,35000;35700
919,"[{'type': 'CR-CI-CH', 'value': '0087-337378-BV'}]",stop_area:OCE:SA:87337378,admin:135604extern,14225,Dives-sur-Mer-Port-Guil (Dives-sur-Mer),Dives-sur-Mer (14160),49.289197,-0.104066,Dives-sur-Mer-Port-Guil,Dives-sur-Mer,Europe/Paris,14160
920,"[{'type': 'CR-CI-CH', 'value': '0087-337980-00'}]",stop_area:OCE:SA:87337980,admin:73899extern,95572,St-Ouen-l'Aumône-Liesse (Saint-Ouen-l'Aumône),Saint-Ouen-l'Aumône (95310),49.034289,2.127909,St-Ouen-l'Aumône-Liesse,Saint-Ouen-l'Aumône,Europe/Paris,95310
921,"[{'type': 'CR-CI-CH', 'value': '0087-338517-00'}]",stop_area:OCE:SA:87338517,admin:69348extern,67204,Hoenheim-Tram (Hœnheim),Hœnheim (67800),48.628211,7.757415,Hoenheim-Tram,Hœnheim,Europe/Paris,67800
922,"[{'type': 'CR-CI-CH', 'value': '0087-338525-00'}]",stop_area:OCE:SA:87338525,admin:71033extern,67482,Krimmeri-Meinau (Strasbourg),Strasbourg (67000-67200),48.563601,7.752605,Krimmeri-Meinau,Strasbourg,Europe/Paris,67000;67200
923,"[{'type': 'CR-CI-CH', 'value': '0087-342006-BV'}]",stop_area:OCE:SA:87342006,admin:1016146extern,62119,Béthune (Béthune),Béthune (62400),50.521445,2.640423,Béthune,Béthune,Europe/Paris,62400
924,"[{'type': 'CR-CI-CH', 'value': '0087-342014-BV'}]",stop_area:OCE:SA:87342014,admin:1121015extern,62041,Arras (Arras),Arras (62000),50.286827,2.781154,Arras,Arras,Europe/Paris,62000
925,"[{'type': 'CR-CI-CH', 'value': '0087-342030-00'}]",stop_area:OCE:SA:87342030,admin:1403080extern,80549,Miraumont (Miraumont),Miraumont (80300),50.094951,2.734401,Miraumont,Miraumont,Europe/Paris,80300
926,"[{'type': 'CR-CI-CH', 'value': '0087-342048-00'}]",stop_area:OCE:SA:87342048,admin:1119076extern,62005,Achiet (Achiet-le-Grand),Achiet-le-Grand (62121),50.131695,2.780169,Achiet,Achiet-le-Grand,Europe/Paris,62121
927,"[{'type': 'CR-CI-CH', 'value': '0087-342063-00'}]",stop_area:OCE:SA:87342063,admin:1235971extern,62248,Courcelles-le-Comte (Courcelles-le-Comte),Courcelles-le-Comte (62121),50.169562,2.787922,Courcelles-le-Comte,Courcelles-le-Comte,Europe/Paris,62121
928,"[{'type': 'CR-CI-CH', 'value': '0087-342071-00'}]",stop_area:OCE:SA:87342071,admin:1143169extern,62151,Boisleux (Boisleux-au-Mont),Boisleux-au-Mont (62175),50.210413,2.771867,Boisleux,Boisleux-au-Mont,Europe/Paris,62175
929,"[{'type': 'CR-CI-CH', 'value': '0087-342089-00'}]",stop_area:OCE:SA:87342089,admin:1206573extern,62718,Roeux (Pas de Calais) (Rœux),Rœux (62118),50.303495,2.894753,Roeux (Pas de Calais),Rœux,Europe/Paris,62118
930,"[{'type': 'CR-CI-CH', 'value': '0087-342097-00'}]",stop_area:OCE:SA:87342097,admin:1141682extern,62128,Biache St Vaast (Biache-Saint-Vaast),Biache-Saint-Vaast (62118),50.316259,2.94158,Biache St Vaast,Biache-Saint-Vaast,Europe/Paris,62118
931,"[{'type': 'CR-CI-CH', 'value': '0087-342105-BV'}]",stop_area:OCE:SA:87342105,admin:1145295extern,62186,Bully Grenay (Bully-les-Mines),Bully-les-Mines (62160),50.448375,2.733175,Bully Grenay,Bully-les-Mines,Europe/Paris,62160
932,"[{'type': 'CR-CI-CH', 'value': '0087-342113-00'}]",stop_area:OCE:SA:87342113,admin:1176738extern,62865,Vitry en Artois (Vitry-en-Artois),Vitry-en-Artois (62490),50.327134,2.980625,Vitry en Artois,Vitry-en-Artois,Europe/Paris,62490
933,"[{'type': 'CR-CI-CH', 'value': '0087-342121-00'}]",stop_area:OCE:SA:87342121,admin:1187266extern,62563,Mazingarbe (Mazingarbe),Mazingarbe (62670),50.460506,2.701309,Mazingarbe,Mazingarbe,Europe/Paris,62670
934,"[{'type': 'CR-CI-CH', 'value': '0087-342139-00'}]",stop_area:OCE:SA:87342139,admin:1188386extern,62617,Noeux (Nœux-les-Mines),Nœux-les-Mines (62290),50.482905,2.674234,Noeux,Nœux-les-Mines,Europe/Paris,62290
935,"[{'type': 'CR-CI-CH', 'value': '0087-342188-BV'}]",stop_area:OCE:SA:87342188,admin:1180852extern,62557,Maroeuil (Marœuil),Marœuil (62161),50.322411,2.698461,Maroeuil,Marœuil,Europe/Paris,62161
936,"[{'type': 'CR-CI-CH', 'value': '0087-342204-BV'}]",stop_area:OCE:SA:87342204,admin:1159561extern,62349,Fouquereuil (Fouquereuil),Fouquereuil (62232),50.525405,2.608205,Fouquereuil,Fouquereuil,Europe/Paris,62232
937,"[{'type': 'CR-CI-CH', 'value': '0087-342212-00'}]",stop_area:OCE:SA:87342212,admin:1160513extern,62363,Frévin Capelle (Frévin-Capelle),Frévin-Capelle (62690),50.347245,2.633219,Frévin Capelle,Frévin-Capelle,Europe/Paris,62690
938,"[{'type': 'CR-CI-CH', 'value': '0087-342220-00'}]",stop_area:OCE:SA:87342220,admin:1146940extern,62224,Chocques (Chocques),Chocques (62920),50.538286,2.564819,Chocques,Chocques,Europe/Paris,62920
939,"[{'type': 'CR-CI-CH', 'value': '0087-342238-00'}]",stop_area:OCE:SA:87342238,admin:1170074extern,62516,Lillers (Lillers),Lillers (62190),50.56164,2.478987,Lillers,Lillers,Europe/Paris,62190
940,"[{'type': 'CR-CI-CH', 'value': '0087-342246-00'}]",stop_area:OCE:SA:87342246,admin:1121023extern,62045,Aubigny en Artois (Aubigny-en-Artois),Aubigny-en-Artois (62690),50.352935,2.592579,Aubigny en Artois,Aubigny-en-Artois,Europe/Paris,62690
941,"[{'type': 'CR-CI-CH', 'value': '0087-342253-00'}]",stop_area:OCE:SA:87342253,admin:1211145extern,62785,Savy-Berlette (Savy-Berlette),Savy-Berlette (62690),50.353819,2.557842,Savy-Berlette,Savy-Berlette,Europe/Paris,62690
942,"[{'type': 'CR-CI-CH', 'value': '0087-342261-00'}]",stop_area:OCE:SA:87342261,admin:1167368extern,62407,Ham en Artois (Ham-en-Artois),Ham-en-Artois (62190),50.590038,2.465835,Ham en Artois,Ham-en-Artois,Europe/Paris,62190
943,"[{'type': 'CR-CI-CH', 'value': '0087-342279-00'}]",stop_area:OCE:SA:87342279,admin:179511extern,62473,Isbergues (Isbergues),Isbergues (62330),50.613965,2.462809,Isbergues,Isbergues,Europe/Paris,62330
944,"[{'type': 'CR-CI-CH', 'value': '0087-342287-00'}]",stop_area:OCE:SA:87342287,admin:89697extern,59590,Thiennes (Thiennes),Thiennes (59189),50.652427,2.472698,Thiennes,Thiennes,Europe/Paris,59189
945,"[{'type': 'CR-CI-CH', 'value': '0087-342295-00'}]",stop_area:OCE:SA:87342295,admin:89723extern,59578,Steenbecque (Steenbecque),Steenbecque (59189),50.681432,2.51078,Steenbecque,Steenbecque,Europe/Paris,59189
946,"[{'type': 'CR-CI-CH', 'value': '0087-342303-00'}]",stop_area:OCE:SA:87342303,admin:1216469extern,62820,Tincques (Tincques),Tincques (62127),50.357026,2.497992,Tincques,Tincques,Europe/Paris,62127
947,"[{'type': 'CR-CI-CH', 'value': '0087-342337-BV'}]",stop_area:OCE:SA:87342337,admin:1232837extern,62767,St Pol sur Ternoise (Saint-Pol-sur-Ternoise),Saint-Pol-sur-Ternoise (62130),50.379151,2.339005,St Pol sur Ternoise,Saint-Pol-sur-Ternoise,Europe/Paris,62130
948,"[{'type': 'CR-CI-CH', 'value': '0087-342402-00'}]",stop_area:OCE:SA:87342402,admin:1141528extern,62126,Beuvry (Pas de Calais) (Beuvry),Beuvry (62660),50.535717,2.691551,Beuvry (Pas de Calais),Beuvry,Europe/Paris,62660
949,"[{'type': 'CR-CI-CH', 'value': '0087-342410-00'}]",stop_area:OCE:SA:87342410,admin:1151630extern,62262,Cuinchy (Cuinchy),Cuinchy (62149),50.521943,2.747378,Cuinchy,Cuinchy,Europe/Paris,62149
950,"[{'type': 'CR-CI-CH', 'value': '0087-342436-00'}]",stop_area:OCE:SA:87342436,admin:58055extern,59051,La Bassée (La Bassée),La Bassée (59480),50.528045,2.804921,La Bassée,La Bassée,Europe/Paris,59480
951,"[{'type': 'CR-CI-CH', 'value': '0087-342451-00'}]",stop_area:OCE:SA:87342451,admin:58053extern,59550,Salomé (Salomé),Salomé (59496),50.541581,2.83747,Salomé,Salomé,Europe/Paris,59496
952,"[{'type': 'CR-CI-CH', 'value': '0087-342469-00'}]",stop_area:OCE:SA:87342469,admin:58049extern,59388,Marquillies (Marquillies),Marquillies (59274),50.548051,2.867131,Marquillies,Marquillies,Europe/Paris,59274
953,"[{'type': 'CR-CI-CH', 'value': '0087-342527-00'}]",stop_area:OCE:SA:87342527,admin:1157700extern,62324,Farbus (Farbus),Farbus (62580),50.357691,2.831167,Farbus,Farbus,Europe/Paris,62580
954,"[{'type': 'CR-CI-CH', 'value': '0087-342535-00'}]",stop_area:OCE:SA:87342535,admin:1180676extern,62555,Vis à Marles (Marles-les-Mines),Marles-les-Mines (62540),50.505018,2.517246,Vis à Marles,Marles-les-Mines,Europe/Paris,62540
955,"[{'type': 'CR-CI-CH', 'value': '0087-342543-00'}]",stop_area:OCE:SA:87342543,admin:1149574extern,62194,Calonne Ricouart (Calonne-Ricouart),Calonne-Ricouart (62470),50.48277,2.481071,Calonne Ricouart,Calonne-Ricouart,Europe/Paris,62470
956,"[{'type': 'CR-CI-CH', 'value': '0087-342550-00'}]",stop_area:OCE:SA:87342550,admin:1149575extern,62197,Pernes-Camblain (Camblain-Châtelain),Camblain-Châtelain (62470),50.480262,2.430965,Pernes-Camblain,Camblain-Châtelain,Europe/Paris,62470
957,"[{'type': 'CR-CI-CH', 'value': '0087-342576-00'}]",stop_area:OCE:SA:87342576,admin:1188473extern,62861,Vimy (Vimy),Vimy (62580),50.374084,2.822432,Vimy,Vimy,Europe/Paris,62580
958,"[{'type': 'CR-CI-CH', 'value': '0087-342584-00'}]",stop_area:OCE:SA:87342584,admin:1122559extern,62065,Avion (Avion),Avion (62210),50.407185,2.833717,Avion,Avion,Europe/Paris,62210
959,"[{'type': 'CR-CI-CH', 'value': '0087-342592-00'}]",stop_area:OCE:SA:87342592,admin:1135408extern,62073,Bailleul Sir Berthoult (Bailleul-Sir-Berthoult),Bailleul-Sir-Berthoult (62223-62580),50.335324,2.841126,Bailleul Sir Berthoult,Bailleul-Sir-Berthoult,Europe/Paris,62223;62580
960,"[{'type': 'CR-CI-CH', 'value': '0087-343004-BV'}]",stop_area:OCE:SA:87343004,admin:53355extern,59606,Valenciennes (Valenciennes),Valenciennes (59300),50.363247,3.517153,Valenciennes,Valenciennes,Europe/Paris,59300
961,"[{'type': 'CR-CI-CH', 'value': '0087-343103-00'}]",stop_area:OCE:SA:87343103,admin:53462extern,59526,St-Amand-les-Eaux (Saint-Amand-les-Eaux),Saint-Amand-les-Eaux (59230),50.443242,3.41939,St-Amand-les-Eaux,Saint-Amand-les-Eaux,Europe/Paris,59230
962,"[{'type': 'CR-CI-CH', 'value': '0087-343160-00'}]",stop_area:OCE:SA:87343160,admin:53403extern,59079,Beuvrages (Beuvrages),Beuvrages (59192),50.389539,3.506133,Beuvrages,Beuvrages,Europe/Paris,59192
963,"[{'type': 'CR-CI-CH', 'value': '0087-343210-00'}]",stop_area:OCE:SA:87343210,admin:53405extern,59603,Le Poirier Université (Trith-Saint-Léger),Trith-Saint-Léger (59125),50.330019,3.502591,Le Poirier Université,Trith-Saint-Léger,Europe/Paris,59125
964,"[{'type': 'CR-CI-CH', 'value': '0087-343301-00'}]",stop_area:OCE:SA:87343301,admin:53662extern,59632,Wallers (Wallers),Wallers (59135),50.38456,3.393971,Wallers,Wallers,Europe/Paris,59135
965,"[{'type': 'CR-CI-CH', 'value': '0087-343319-00'}]",stop_area:OCE:SA:87343319,admin:53402extern,59491,Raismes (Nord) (Raismes),Raismes (59590),50.390188,3.479141,Raismes (Nord),Raismes,Europe/Paris,59590
966,"[{'type': 'CR-CI-CH', 'value': '0087-343400-BV'}]",stop_area:OCE:SA:87343400,admin:53405extern,59603,Trith St Léger (Trith-Saint-Léger),Trith-Saint-Léger (59125),50.331623,3.489476,Trith St Léger,Trith-Saint-Léger,Europe/Paris,59125
967,"[{'type': 'CR-CI-CH', 'value': '0087-343418-00'}]",stop_area:OCE:SA:87343418,admin:53806extern,59475,Prouvy Thiant (Prouvy),Prouvy (59121),50.316662,3.461451,Prouvy Thiant,Prouvy,Europe/Paris,59121
968,"[{'type': 'CR-CI-CH', 'value': '0087-343459-00'}]",stop_area:OCE:SA:87343459,admin:53825extern,59172,Denain (Denain),Denain (59220),50.334493,3.388713,Denain,Denain,Europe/Paris,59220
969,"[{'type': 'CR-CI-CH', 'value': '0087-343475-BV'}]",stop_area:OCE:SA:87343475,admin:56093extern,59504,Lourches (Rœulx),Rœulx (59172),50.310213,3.343247,Lourches,Rœulx,Europe/Paris,59172
970,"[{'type': 'CR-CI-CH', 'value': '0087-345009-BV'}]",stop_area:OCE:SA:87345009,admin:56243extern,59178,Douai (Douai),Douai (59500),50.371687,3.089992,Douai,Douai,Europe/Paris,59500
971,"[{'type': 'CR-CI-CH', 'value': '0087-345025-BV'}]",stop_area:OCE:SA:87345025,admin:1175586extern,62498,Lens (Lens),Lens (62300),50.426777,2.828222,Lens,Lens,Europe/Paris,62300
972,"[{'type': 'CR-CI-CH', 'value': '0087-345033-00'}]",stop_area:OCE:SA:87345033,admin:1175586extern,62498,Loos en Gohelle (Lens),Lens (62300),50.437822,2.793277,Loos en Gohelle,Lens,Europe/Paris,62300
973,"[{'type': 'CR-CI-CH', 'value': '0087-345041-00'}]",stop_area:OCE:SA:87345041,admin:1175407extern,62510,Liévin (Liévin),Liévin (62800),50.434212,2.771751,Liévin,Liévin,Europe/Paris,62800
974,"[{'type': 'CR-CI-CH', 'value': '0087-345108-00'}]",stop_area:OCE:SA:87345108,admin:1145173extern,62173,Brebières Sud (Brebières),Brebières (62117),50.336234,3.01393,Brebières Sud,Brebières,Europe/Paris,62117
975,"[{'type': 'CR-CI-CH', 'value': '0087-345116-00'}]",stop_area:OCE:SA:87345116,admin:1151573extern,62240,Corbehem (Corbehem),Corbehem (62112),50.342807,3.040437,Corbehem,Corbehem,Europe/Paris,62112
976,"[{'type': 'CR-CI-CH', 'value': '0087-345124-BV'}]",stop_area:OCE:SA:87345124,admin:1206408extern,62771,Pont de Sallaumines (Sallaumines),Sallaumines (62430),50.415802,2.863222,Pont de Sallaumines,Sallaumines,Europe/Paris,62430
977,"[{'type': 'CR-CI-CH', 'value': '0087-345132-00'}]",stop_area:OCE:SA:87345132,admin:1180681extern,62570,Coron de Méricourt (Méricourt),Méricourt (62680),50.414939,2.886117,Coron de Méricourt,Méricourt,Europe/Paris,62680
978,"[{'type': 'CR-CI-CH', 'value': '0087-345140-00'}]",stop_area:OCE:SA:87345140,admin:1142934extern,62133,Billy Montigny (Billy-Montigny),Billy-Montigny (62420),50.415539,2.912061,Billy Montigny,Billy-Montigny,Europe/Paris,62420
979,"[{'type': 'CR-CI-CH', 'value': '0087-345157-00'}]",stop_area:OCE:SA:87345157,admin:1164845extern,62427,Hénin Beaumont (Hénin-Beaumont),Hénin-Beaumont (62110),50.417005,2.952088,Hénin Beaumont,Hénin-Beaumont,Europe/Paris,62110
980,"[{'type': 'CR-CI-CH', 'value': '0087-345165-00'}]",stop_area:OCE:SA:87345165,admin:1154548extern,62274,Dourges (Dourges),Dourges (62119),50.432007,2.987138,Dourges,Dourges,Europe/Paris,62119
981,"[{'type': 'CR-CI-CH', 'value': '0087-345207-00'}]",stop_area:OCE:SA:87345207,admin:56288extern,59234,Pont de la Deule (Flers-en-Escrebieux),Flers-en-Escrebieux (59128),50.398144,3.084913,Pont de la Deule,Flers-en-Escrebieux,Europe/Paris,59128
982,"[{'type': 'CR-CI-CH', 'value': '0087-345215-00'}]",stop_area:OCE:SA:87345215,admin:1206408extern,62771,Sallaumines (Sallaumines),Sallaumines (62430),50.42225,2.855523,Sallaumines,Sallaumines,Europe/Paris,62430
983,"[{'type': 'CR-CI-CH', 'value': '0087-345223-00'}]",stop_area:OCE:SA:87345223,admin:178390extern,62497,Leforest (Leforest),Leforest (62790),50.42778,3.059733,Leforest,Leforest,Europe/Paris,62790
984,"[{'type': 'CR-CI-CH', 'value': '0087-345231-00'}]",stop_area:OCE:SA:87345231,admin:1176776extern,62523,Loison sous Lens (Loison-sous-Lens),Loison-sous-Lens (62218),50.440484,2.859392,Loison sous Lens,Loison-sous-Lens,Europe/Paris,62218
985,"[{'type': 'CR-CI-CH', 'value': '0087-345249-00'}]",stop_area:OCE:SA:87345249,admin:57813extern,59452,Ostricourt (Ostricourt),Ostricourt (59162),50.445212,3.032049,Ostricourt,Ostricourt,Europe/Paris,59162
986,"[{'type': 'CR-CI-CH', 'value': '0087-345256-BV'}]",stop_area:OCE:SA:87345256,admin:178338extern,62907,Libercourt (Libercourt),Libercourt (62820),50.480172,3.008685,Libercourt,Libercourt,Europe/Paris,62820
987,"[{'type': 'CR-CI-CH', 'value': '0087-345264-BV'}]",stop_area:OCE:SA:87345264,admin:178760extern,62666,Pont à Vendin (Pont-à-Vendin),Pont-à-Vendin (62880),50.471236,2.875191,Pont à Vendin,Pont-à-Vendin,Europe/Paris,62880
988,"[{'type': 'CR-CI-CH', 'value': '0087-345272-00'}]",stop_area:OCE:SA:87345272,admin:178759extern,62573,Meurchin (Meurchin),Meurchin (62410),50.496809,2.892808,Meurchin,Meurchin,Europe/Paris,62410
