Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16
0	-13.5608699075865	0	0.8	-8	-2.79021918860223	-2.25882493055728	11.2252396035516	-2.99922094754996	-1.71407148708951	-3.13780185082113	-2.58908826636574	-15.6372688818359	0	2	-10	-10	-10.3089907748447
1	-0.305597087943693	0	1.0	-8	-2.89053767853495	-2.46699360661543	12.500448886098	-2.56485126618934	-2.36913594704152	-3.04534049460098	-2.73573486246892	-11.7719858479434	0	2	-10	0.111626634672297	4.38910716017915
0	-11.7719858479434	0	1.0	-8	-2.89408996376831	-2.6056914271594	12.5045105206937	-2.84224690727729	-2.36913594704152	-3.0524450650677	-2.73573486246892	-15.1653528546326	0	1	-10	-10	-12.4194730382387
0	-15.1653528546326	0	1.0	-8	-2.89397879700738	-2.72120864326973	12.5015331952422	-2.87756602035013	-2.56485126618934	-3.04534049460098	-2.74261709941378	-17.2080444479877	0	2	-10	-10	-12.792196137265
1	-2.04044221930551	0	0.5	-8	-3.26066765972024	-2.32964350152154	11.0105127385571	-2.55229421275195	-2.10699279029113	-3.41400820479111	-3.10732711464938	-10.4968820175589	0	3	-10	0.127008473474545	10.8769140477174
0	-10.4968820175589	0	0.5	-8	-3.25856049569852	-2.53537703558408	11.0195497443871	-2.96376128087703	-2.10699279029113	-3.40979387674766	-3.10732711464938	-12.7280292489333	0	3	-10	-10	-11.6713598219772
0	-12.7280292489333	0	0.5	-8	-3.26066765972024	-4.44196373292064	11.0105127385571	-6.77693467555015	-2.10699279029113	-3.41400820479111	-3.10732711464938	-13.7491235749449	0	3	0.849161315961295	-10	-5.94794248429456
1	-2.68189552731326	1	1.0	-8	-1.25099362973177	-0.662757811766969	9.23044892137827	-0.662757811766969	-0.662757811766969	-1.25099362973177	-1.25099362973177	-230.258509299405	0	4	-10	0.134310504596585	5.16149441019248
1	-2.68189552731326	1	1.0	-8	-1.25099362973177	-0.662757811766969	9.23044892137827	-0.662757811766969	-0.662757811766969	-1.25099362973177	-1.25099362973177	-230.258509299405	0	4	-10	0.134310504596585	5.16149441019248
0	-230.258509299405	1	1.0	-8	8.30102999566398	8.30102999566398	8.30102999566398	8.30102999566398	8.30102999566398	8.30102999566398	8.30102999566398	-232.090678306971	0	4	-10	-10	-2.29633131899624
1	-4.3455039757763	1	1.0	-8	-2.56205324535379	-1.97543139810883	9.17609125905568	-1.97543139810883	-1.97543139810883	-2.56205324535379	-2.56205324535379	-230.262064858706	0	4	-10	0.579941759333879	5.32794045037248
1	-4.3455039757763	1	1.0	-8	-2.56205324535379	-1.97543139810883	9.17609125905568	-1.97543139810883	-1.97543139810883	-2.56205324535379	-2.56205324535379	-230.262064858706	0	4	-10	0.579941759333879	5.32794045037248
0	-230.262064858706	1	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-235.899529452324	0	4	0.999999546495381	-10	-8.1066852378512
0	-1.40465440977957	1	0.5	-8	-2.6797285689808	-2.96508004643503	9.07918124604762	-2.96508004643503	-2.96508004643503	-2.6797285689808	-2.6797285689808	-2.67147065809842	0	4	-10	0.236184494430975	2.74886956712237
1	-2.67147065809842	0	1.0	-8	-3.28241749176131	-2.80078671370798	11.1108488378611	-2.96708438391193	-2.63448904350403	-3.28615010332926	-3.27868488019335	-12.4518112098153	0	4	0.530739456934482	0.092468245245373	5.81503699805768
0	-12.4518112098153	0	1.0	-8	-3.28241749176131	-3.24598558858803	11.1108488378611	-3.85748213367203	-2.63448904350403	-3.28615010332926	-3.27868488019335	-16.4471568030185	0	4	0.638777790723456	-10	-11.5353021497201
1	-1.66902784237576	0	1.0	-8	-3.83911399205759	-3.36687910920327	10.1169040328623	-4.0992691749025	-2.63448904350403	-4.39954310392183	-3.27868488019335	-11.015629861592	0	4	0.856259741743815	0.259917010953729	8.34669639274084
1	-1.66902784237576	0	1.0	-8	-3.83911399205759	-3.36687910920327	10.1169040328623	-4.0992691749025	-2.63448904350403	-4.39954310392183	-3.27868488019335	-11.015629861592	0	4	0.856259741743815	0.259917010953729	8.34669639274084
0	-11.015629861592	0	1.0	-8	-3.83911399205759	-2.70193190797175	10.1169040328623	-2.76937477243948	-2.63448904350403	-4.39954310392183	-3.27868488019335	-15.4447139872958	0	4	0.753432345761117	-10	-8.18451370452464
1	-5.01624820130845	0	0.75	-8	-3.02183233134492	-2.35619196032088	11.0540824825586	-2.83170537140143	-1.60238146605719	-3.29832477173086	-2.48848734211056	-9.40190504199169	0	4	-10	-10	0.852874669499611
1	-5.01624820130845	0	0.75	-8	-3.02183233134492	-2.35619196032088	11.0540824825586	-2.83170537140143	-1.60238146605719	-3.29832477173086	-2.48848734211056	-9.40190504199169	0	4	-10	-10	0.852874669499611
0	-9.40190504199169	0	1.0	-8	-2.96398248328139	-2.23057519235093	12.202628471145	-2.63448904350403	-1.60238146605719	-3.27868488019335	-2.48848734211056	-9.95566577641386	0	4	-10	-10	-4.90880591907171
0	-10.8767795430449	0	0.4	-8	-3.29732311792482	-1.70632013427692	9.81587403719828	-2.63448904350403	-0.7781512250498	-3.31596135565628	-3.27868488019335	-14.505652263383	0	4	-10	-10	-0.100252130679293
0	-14.505652263383	0	0.8	-8	-3.0568117297642	-2.00020650656022	11.965185886854	-2.63448904350403	-1.43488951096123	-3.27868488019335	-2.81177905871002	-16.0605181213831	0	4	-10	-10	-5.0508137677559
0	-16.0605181213831	0	0.6	-8	-3.17234136905452	-2.38472985316998	10.4460130105518	-2.66236833224644	-1.85733218375946	-3.27868488019335	-2.99898112933231	-16.6646468623357	0	4	-10	-10	-11.3975075623533
0	-2.70407673559018	1	0.5	-8	-1.2942965274909	-0.861998758978624	9.41497334797082	-0.861998758978624	-0.861998758978624	-1.2942965274909	-1.2942965274909	-2.7051997003348	0	4	-10	0.409651718101697	-0.512704547429807
1	-2.7051997003348	1	0.5	-8	-1.2942965274909	-1.16509581127577	9.41497334797082	-1.16509581127577	-1.16509581127577	-1.2942965274909	-1.2942965274909	-5.24229353307877	0	4	-10	0.599901044951655	2.21176639181501
0	-5.24229353307877	0	1.0	-8	-3.57319658726175	-3.76598269602951	11.1102898999954	-4.89747634855498	-2.63448904350403	-3.86770829433014	-3.27868488019335	-10.3294069417431	0	4	0.840651301752355	-10	-7.81693766079086
1	-2.52191939109278	0	1.0	-8	-3.37079329995756	-2.67523910626257	11.8299155407072	-2.71598916902111	-2.63448904350403	-3.46290171972176	-3.27868488019335	-6.09050086923846	0	4	0.542548593243451	0.0964316424266189	8.23582172064537
0	-6.09050086923846	0	1.0	-8	-3.37079329995756	-3.82644124995234	11.8299155407072	-5.01839345640064	-2.63448904350403	-3.46290171972176	-3.27868488019335	-11.0764618065626	0	4	0.790234229168675	-10	-9.41160207910057
0	-11.0764618065626	0	1.0	-8	-3.37079329995756	-2.25000233517484	11.8299155407072	-2.63448904350403	-1.86551562684565	-3.46290171972176	-3.27868488019335	-14.4303054075519	0	4	-10	-10	-4.43262399631999
