Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11
1	-4.111880671804089	0.6666666666666666	0.6666666666666666	-8.0	-2.484401429383399	-8.0	7.975453691734208	-8.0	-8.0	-2.5439162624675267	-2.4248865962992716	0.7533253261840898
0	-4.865205997988179	0.6666666666666666	0.6666666666666666	-8.0	-2.1858332314018054	-8.0	8.401295675857819	-8.0	-8.0	-2.538551937572827	-1.833114525230784	2.9427642543570585
0	-9.259908320975326	0.3333333333333333	1.0	-8.0	-2.687535403545651	-8.0	9.40670916684975	-8.0	-8.0	-2.9055029177316345	-2.538551937572827	2.976181180455743
1	-12.236089501431069	0.3333333333333333	1.0	-8.0	-2.687535403545651	-8.0	9.40670916684975	-8.0	-8.0	-2.9055029177316345	-2.538551937572827	0.9529446745658596
0	-7.299977530707841	1.0	0.5	-8.0	-0.9402317927487536	-8.0	6.146128035678241	-8.0	-8.0	-0.9402317927487536	-0.9402317927487536	0.7854764384796313
1	-8.085453969187473	0.5	1.0	-8.0	-2.4615176820545286	-8.0	8.637553553738147	-8.0	-8.0	-2.538551937572827	-2.3844834265362302	3.929125855021603
1	-2.746216323148276	0.5	1.0	-8.0	-2.309302138166758	-8.0	7.7747664626967214	-8.0	-8.0	-2.4527387840817196	-2.1658654922517964	2.1905971208446444
0	-4.9368134439929205	0.5	1.0	-8.0	-2.309302138166758	-8.0	7.7747664626967214	-8.0	-8.0	-2.4527387840817196	-2.1658654922517964	4.81274134692113
1	-1.1799436993318164	0.6666666666666666	0.6666666666666666	-8.0	-3.1913704362806743	-8.0	9.09248880802302	-8.0	-8.0	-3.770056933742994	-2.6126839388183547	0.5734780406337843
0	-1.7534217399656007	0.6666666666666666	0.6666666666666666	-8.0	-2.2761014069545396	-8.0	8.776253912999278	-8.0	-8.0	-2.6126839388183547	-1.9395188750907246	6.687493354145083
1	-3.844133131464528	0.5	0.75	-8.0	-2.5896452497465803	-8.0	9.201819316755648	-8.0	-8.0	-3.0450742206628245	-2.1111775897585616	3.2179492248538257
0	-7.062082356318354	0.25	1.0	-8.0	-2.775269718925635	-8.0	9.831488234904379	-8.0	-8.0	-3.0450742206628245	-2.6124558226889936	1.2397426847293316
0	-1.2399298297687844	0.6666666666666666	0.6666666666666666	-8.0	-2.818901676925912	-8.0	6.381713996781473	-8.0	-8.0	-3.028403929425912	-2.6093994244259124	0.028988423017052733
1	-1.2689182527858371	0.6666666666666666	0.6666666666666666	-8.0	-2.6649052699829907	-8.0	6.030348920176811	-8.0	-8.0	-3.028403929425912	-2.301406610540069	7.501444491106873
1	-5.194901413097208	0.6666666666666666	0.6666666666666666	-8.0	-2.5814138658166597	-8.0	8.515621397380702	-8.0	-8.0	-3.236710247533673	-1.926117484099646	0.07273114827254012
0	-5.267632561369748	0.3333333333333333	1.0	-8.0	-2.911281708980526	-8.0	9.929898202147017	-8.0	-8.0	-3.236710247533673	-2.6126839388183547	2.3363633034622984
1	-4.360671099221471	0.25	1.0	-8.0	-2.7172148629227557	-8.0	10.21833990640642	-8.0	-8.0	-2.9752690130918733	-2.467957697276457	1.8437766505158786
0	-6.20444774973735	0.25	1.0	-8.0	-2.7172148629227557	-8.0	10.21833990640642	-8.0	-8.0	-2.9752690130918733	-2.467957697276457	3.5836782926269546
1	-4.706261915014553	0.25	1.0	-8.0	-2.7107571792932137	-8.0	9.55964781937499	-8.0	-8.0	-2.9752690130918733	-2.442126962758289	1.8437766505158795
0	-6.550038565530432	0.25	1.0	-8.0	-2.7107571792932137	-8.0	9.55964781937499	-8.0	-8.0	-2.9752690130918733	-2.442126962758289	3.5836782926269546
1	-6.699712101524663	0.25	1.0	-8.0	-2.786576984987576	-8.0	10.347804850369245	-8.0	-8.0	-3.1629600258632795	-2.3953949621767965	1.1049050157475993
0	-7.8046171172722625	0.75	0.5	-8.0	-2.8405713158470642	-8.0	9.220826946099411	-8.0	-8.0	-3.1629600258632795	-2.518182605830849	1.7404978441464118
1	-5.637826283003348	0.25	1.0	-8.0	-2.583186418604384	-8.0	10.185936893450595	-8.0	-8.0	-2.9752690130918733	-2.3493977603305116	1.1049050157475993
0	-6.742731298750948	0.75	0.5	-8.0	-2.4337901830806805	-8.0	8.89709103226211	-8.0	-8.0	-2.518182605830849	-2.3493977603305116	1.3222303215749251
1	-3.7420716405470036	0.6	0.6	-8.0	-2.0057671444539893	-8.0	9.457641773480512	-8.0	-8.0	-2.9752690130918733	-0.42934848145174	2.8100355335455647
0	-6.552107174092568	0.6	0.4	-8.0	-2.4975116104836506	-8.0	8.252177109696724	-8.0	-8.0	-2.518182605830849	-2.476840615136452	0.08297718431832468
1	-1.5751395787579625	0.6	0.4	-8.0	-2.2482533954562847	-8.0	7.29983238939421	-8.0	-8.0	-2.564117960817687	-1.9323888300948826	1.8939589346855756
0	-3.469098513443538	0.4	0.6	-8.0	-2.306591711143452	-8.0	8.256489249505691	-8.0	-8.0	-2.564117960817687	-1.9191939943843892	0.6445268970814491
0	-0.40790767447682613	0.75	0.5	-8.0	-1.983501668955505	-8.0	7.2027073334759315	-8.0	-8.0	-2.801770066314275	-1.165233271596735	1.7322818274533827
1	-2.140189501930209	0.75	0.5	-8.0	-2.4533800502857597	-8.0	8.286720866417102	-8.0	-8.0	-2.6126839388183547	-2.294076161753164	7.260971394778867
1	-3.410541518922404	0.6666666666666666	0.6666666666666666	-8.0	-1.461710372558339	-8.0	8.735668742816234	-8.0	-8.0	-2.4286337897693824	-0.49478695534729533	2.079194592973778
0	-5.489736111896182	0.6666666666666666	0.6666666666666666	-8.0	-1.461710372558339	-8.0	8.735668742816234	-8.0	-8.0	-2.4286337897693824	-0.49478695534729533	5.894547954696245
1	-4.637935915023288	0.5	0.5	-8.0	-1.492532613341978	-8.0	8.241963306470243	-8.0	-8.0	-2.4902782713366607	-0.49478695534729533	0.9341606131475491
0	-5.572096528170837	0.5	0.5	-8.0	-1.492532613341978	-8.0	8.241963306470243	-8.0	-8.0	-2.4902782713366607	-0.49478695534729533	7.03958193452247
1	-4.279740990994728	0.5	0.5	-8.0	-1.108638407121829	-8.0	8.655000707820657	-8.0	-8.0	-1.7224898588963624	-0.49478695534729533	0.8564798308699668
0	-5.136220821864695	0.5	0.75	-8.0	-1.7655881701675635	-8.0	9.347387621236585	-8.0	-8.0	-2.437225093624623	-0.49478695534729533	0.59470494797685
1	-3.049528240555033	0.6666666666666666	0.6666666666666666	-8.0	-1.5160177369467587	-8.0	8.466647399543913	-8.0	-8.0	-2.537248518546222	-0.49478695534729533	1.8215780651601112
0	-4.871106305715144	0.6666666666666666	0.6666666666666666	-8.0	-2.4656514009342105	-8.0	8.259542035255805	-8.0	-8.0	-2.6126839388183547	-2.3186188630500664	6.152164482509913
0	-6.691882995917392	0.4	0.8	-8.0	-2.903407983265171	-8.0	10.13317227280772	-8.0	-8.0	-3.1407329359600893	-2.5421449770807234	2.731110702900085
1	-9.422993698817477	0.4	0.8	-8.0	-2.903407983265171	-8.0	10.13317227280772	-8.0	-8.0	-3.1407329359600893	-2.5421449770807234	0.7492643684793574
1	-4.014525063892898	0.75	0.5	-8.0	-1.928307429764368	-8.0	8.383202891166526	-8.0	-8.0	-2.3322384300285	-1.524376429500236	0.4699325512218211
0	-4.484457615114719	0.25	1.0	-8.0	-2.6209180446905256	-8.0	9.967361830940511	-8.0	-8.0	-3.070807151856519	-2.3322384300285	0.7085778377104548
1	-1.7115421471082453	0.5	0.75	-8.0	-2.572296504330296	-8.0	9.277336123002774	-8.0	-8.0	-2.6126839388183547	-2.5101854916911117	0.33539545107377755
0	-2.046937598182023	0.75	0.5	-8.0	-2.098758686880798	-8.0	8.148617660447629	-8.0	-8.0	-2.6126839388183547	-1.5848334349432416	6.320564786938558
1	-2.5936708524067806	0.75	0.5	-8.0	-2.3449861562822454	-8.0	8.741435948928583	-8.0	-8.0	-2.6126839388183547	-2.0772883737461356	0.1498049908801593
