POIDLOG	POIDSF	cLT1FREQ	cLT2FREQ																												
0.9822344404	5264.2953057	0																													
0.3526905893	1890.2487403	2	1																												
1.3058312826	6998.6158173	6	2																												
0.9011436998	4829.6886705	3	1																												
0.8306758601	4452.0155787	3	1																												
0.8863088257	4750.1810146	6	2																												
0.44673953	2394.3049784	2	1																												
0.5189516241	2781.3264191	3	1																												
1.4039723987	7524.6041106	3	1																												
1.9810840269	10617.639653	2	1																												
0.3995543448	2141.4155067	0																													
0.3743527026	2006.3470532	3	2																												
0.5874781032	3148.5947689	3	1																												
0.748216731	4010.0750519	0																													
0.4848329107	2598.4668331	3	1																												
0.525508206	2816.4664849	2	1																												
0.5143907485	2756.8823604	3	1																												
1.4303405234	7665.9243384	2	1																												
1.0405100845	5576.6242032	2	1																												
1.5062646811	8072.8406211	10	2																												
1.3033255179	6985.1861465	3	1																												
2.2883936517	12264.66866	2	1																												
1.4235787223	7629.684398	5	1																												
1.0949745078	5868.5268243	2	1																												
2.2014804625	11798.856554	1	1																												
0.4443998882	2381.7656448	5	1																												
0.6693126758	3587.1879791	3	1																												
0.5046136265	2704.4817776	0																													
0.9018755644	4833.611106	0																													
0.3809451075	2041.6791131	2	1																												
0.5198274897	2786.0206294	2	1																												
0.4873419328	2611.913962	2	1																												
0.2719762245	1457.6592951	3	1																												
1.0784940612	5780.1997061	2	1																												
1.7041475588	9133.395883	1	1																												
0.4587456256	2458.6517678	2	1																												
1.1397765671	6108.6439093	4	2																												
1.3340268477	7149.7302306	3	1																												
1.1853394409	6352.8385866	5	1																												
0.9550313854	5118.5002603	2	1																												
1.2503957059	6701.5082897	3	1																												
0.3698434685	1982.1797679	3	1																												
0.9844358898	5276.0939957	1	1																												
0.1279833781	685.92819493	2	1																												
0.8174580379	4381.1745288	3	1																												
0.1122450257	601.57833744	1	1																												
0.4003652019	2145.7613031	0																													
0.3826999565	2051.0842439	32	2																												
0.2194849694	1176.3318884	12	2																												
0.1745162997	935.32185339	3	1																												
0.1508830204	808.65905648	0																													
0.1001065367	536.5219847	3	1																												
0.3396356726	1820.2807837	0																													
1.4625549021	7838.5776234	2	2																												
0.9523791053	5104.2853387	15	2																												
1.1504416423	6165.8034861	20	2																												
0.8837322762	4736.3719717	2	1																												
2.1429833256	11485.340564	8	2																												
2.0409581338	10938.535528	3	1																												
1.4876847445	7973.2612652	0																													
0.4177897964	2239.1485918	10	2																												
1.4797405861	7930.6844688	2	1																												
0.3929612026	2106.0794952	3	1																												
0.782878849	4195.8470201	7	1																												
1.115583676	5978.9818671	2	1																												
1.048622192	5620.101124	3	1																												
0.6748781115	3617.0159872	5	1																												
0.7774584534	4166.7963555	3	1																												
1.0055027574	5389.0020831	0																													
0.3469820564	1859.6538014	3	1																												
0.8682339279	4653.3084188	7	1																												
0.342504984	1835.658887	10	1																												
1.4488737372	7765.2532831	2	1																												
0.6701942743	3591.9129148	1	1																												
1.0718209562	5744.4351331	4	1																												
0.9355921914	5014.3157059	2	1																												
1.5426993622	8268.112659	4	1																												
0.7851686162	4208.1190505	0																													
0.8511031084	4561.4956205	3	1																												
0.5014497855	2687.5251399	2	1																												
0.2275054386	1219.3176733	5	1																												
0.1700227299	911.23852122	2	1																												
0.3749801329	2009.7097721	0																													
0.9388864422	5031.9712756	4	1																												
0.6544191503	3507.3659801	1	1																												
0.4861842138	2605.7091557	3	1																												
0.6331850466	3393.561589	0																													
1.0660771101	5713.6509322	2	1																												
1.2509531947	6704.4961565	1	1																												
0.308863638	1655.3577568	4	1																												
0.2982393402	1598.4167261	0																													
0.7542983049	4042.6693079	2	1																												
0.4423168954	2370.6018241	5	1																												
1.1807961829	6328.4889504	4	3																												
1.5914589746	8529.4402891	3	1																												
0.3734658835	2001.5941372	3	1																												
1.2641928782	6775.4543725	3	1																												
0.6560795231	3516.2647646	10	2																												
1.5688458724	8408.2451414	2	1																												
1.0609006271	5685.9075199	3	1																												
1.0340743642	5542.1318957	0																													
1.24485462	6671.8107844	2	1																												
0.8334352199	4466.8043957	2	1																												
0.8631407032	4626.0112302	2	1																												
0.6956742704	3728.4732092	2	1																												
1.0634851401	5699.7592433	1	2																												
1.6484583677	8834.9291064	1	1																												
0.9433164549	5055.7139732	2	1																												
2.0531481648	11003.868121	3	1																												
1.6573340381	8882.4983508	2	1																												
0.5552528349	2975.8831213	2	2																												
1.8798830542	10075.252028	2	1																												
0.339229038	1818.1014213	3	2																												
0.50725755	2718.6519119	4	1																												
0.3678039607	1971.2490055	1	1																												
0.4053966138	2172.7272054	2	1																												
1.6316647141	8744.9233518	4	1																												
0.4702199359	2520.1484485	5	1																												
0.9695343944	5196.2292823	4	1																												
0.4145763947	2221.9263333	2	1																												
0.3438830668	1843.0447355	0																													
1.5618916408	8370.9738675	1	1																												
0.3278390755	1757.0568034	10	1																												
0.2962628864	1587.8239023	4	1																												
0.2961201133	1587.0587083	10	1																												
0.6866723924	3680.2275539	0																													
1.0434319157	5592.2837866	5	1																												
0.2922087514	1566.0957253	2	1																												
1.5862038024	8501.275141	1	1																												
0.5239131182	2807.9175961	3	3																												
1.426432344	7644.9784118	8	1																												
1.0042271494	5382.1654497	1	1																												
0.8663555862	4643.2414277	2	1																												
1.2311225137	6598.2134232	1	1																												
0.5818821338	3118.6031148	10	1																												
0.5147747827	2758.9405959	5	1																												
1.7993876291	9643.8359923	25	2																												
0.4428822499	2373.6318471	5	1																												
1.9659609561	10536.587404	0																													
0.5321500683	2852.0636128	15	1																												
2.0186312202	10818.874211	10	1																												
0.4098662487	2196.6822588	3	1																												
1.1344103317	6079.8835171	0																													
0.1441673075	772.66612638	3	1																												
0.3483981035	1867.2431198	1	2																												
0.2359922209	1264.8026678	1	1																												
2.1931920764	11754.434865	2	1																												
0.9210492683	4936.3727638	1	1																												
1.1499732855	6163.2933234	0																													
1.6600414879	8897.0089547	2	1																												
0.9938860904	5326.7424404	2	1																												
0.9079047385	4865.9245252	3	1																												
1.2934315417	6932.1592818	2	1																												
0.2612987907	1400.433482	3	1																												
0.6154254371	3298.3787845	1	1																												
0.493090058	2642.7210967	2	1																												
0.3059992972	1640.0062931	3	1																												
1.1679812364	6259.8071162	4	1																												
0.7049704772	3778.2963222	2	1																												
0.9818798603	5262.3949303	1	1																												
1.0219368749	5477.0809005	3	1																												
1.2109399048	6490.0445291	8	1																												
0.7756556276	4157.1340929	2	1																												
2.3405905132	12544.418261	1	1																												
0.2453575818	1314.9964134	2	1																												
1.4583733419	7816.1665098	8	1																												
0.1952488315	1046.4380647	2	1																												
1.334270004	7151.0334289	0																													
1.2905246839	6916.5799489	1	1																												
1.0779553152	5777.3122914	1	1																												
0.7893610715	4230.5885564	3	1																												
0.6077462943	3257.2223418	0																													
1.1616697975	6225.9808964	0																													
1.8662564813	10002.220274	0																													
0.2939202749	1575.2686525	4	1																												
1.0014616349	5367.3436471	1	1																												
2.4937008659	13365.014728	5	2																												
0.9963623328	5340.0138864	1	1																												
1.3639515969	7310.112223	2	1																												
1.0193596595	5463.2682887	2	1																												
0.3848748213	2062.7404537	0																													
0.3217114681	1724.2158302	0																													
0.4765695619	2554.1793325	2	1																												
0.5859109556	3140.1956256	1	1																												
0.6505195723	3486.4661529	3	1																												
0.9520793863	5102.6789918	3	1																												
0.2999848084	1607.7715804	4	1																												
0.3434253917	1840.5918211	5	1																												
1.0639148631	5702.0623481	3	1																												
0.3282947188	1759.4988283	3	1																												
0.8778004818	4704.5804604	2	1																												
0.1831901518	981.80945034	3	1																												
0.3389855459	1816.7964234	3	1																												
1.6678875251	8939.0598694	3	2																												
0.1672437771	896.34469593	5	1																												
0.0835797655	447.94658916	2	1																												
0.4427174493	2372.7485968	5	1																												
1.2564494765	6733.9535337	3	1																												
1.0250936282	5493.9995514	1	1																												
0.1827688259	979.55135019	3	2																												
0.288919493	1548.466912	1	1																												
0.929830709	4983.4369832	5	1																												
0.2820876107	1511.8513706	3	1																												
0.813659302	4360.8151658	2	1																												
0.2825344449	1514.2461827	4	2																												
0.9840106076	5273.8146915	0																													
1.2118833439	6495.1009004	3	1																												
1.9560641487	10483.545365	0																													
0.3095115423	1658.8302063	1	1																												
0.6793996364	3641.2491451	1	1																												
0.936199639	5017.571327	3	1																												
0.2510172503	1345.3294631	0																													
0.6616205867	3545.9621508	2	1																												
0.3045912305	1632.4597456	0																													
0.9347576091	5009.8427533	2	1																												
0.3342037562	1791.1683734	1	1																												
1.231558041	6600.5476365	3	1																												
0.6451455361	3457.6639521	2	1																												
0.3954635206	2119.4906934	3	1																												
0.4866094532	2607.9882304	3	1																												
1.0387685705	5567.2905411	4	1																												
0.9723159619	5211.1371208	0																													
3.3146680763	17764.996702	4	1																												
2.1545090642	11547.112874	2	1																												
1.0113997673	5420.6071669	2	1																												
0.6823661625	3657.1482713	4	1																												
0.9824724618	5265.5709837	1	1																												
1.2854299386	6889.2746102	6	1																												
0.9189669993	4925.2128226	2	1																												
1.5263663938	8180.5759512	4	1																												
0.8346565098	4473.3499108	0																													
0.221761527	1188.5331213	5	1																												
1.0858223314	5819.4756434	9	1																												
1.5220056199	8157.2043398	2	1																												
1.3588784017	7282.9223827	3	1																												
1.5433621256	8271.6647457	3	1																												
0.0819695366	439.31655112	2	1																												
0.5212151779	2793.4579579	2	1																												
0.3710960225	1988.8928435	1	1																												
0.5642279468	3023.9853233	0																													
0.7792370151	4176.3285747	2	1																												
0.2307547963	1236.7326385	5	1																												
0.5434716767	2912.741886	0																													
0.6269075575	3359.9173235	3	1																												
0.1630202174	873.70848533	2	1																												
0.2296386801	1230.7508022	2	1																												
0.1596008887	855.38255908	1	1																												
0.2037362845	1091.9266544	0																													
0.5879849963	3151.3114674	2	1																												
0.154091419	825.85450082	2	1																												
0.9562759166	5125.1703376	0																													
0.7723707136	4139.5285631	2	1																												
0.6732671271	3608.3819001	8	1																												
1.2904258026	6916.0499935	2	1																												
1.0121759366	5424.7670542	0																													
1.7013459074	9118.3804043	2	2																												
1.2064603017	6466.0360517	1	1																												
1.5692767884	8410.5546403	1	1																												
0.3678320811	1971.3997169	4	1																												
0.5197142083	2785.4134963	0																													
0.8649137958	4635.5141375	2	1																												
1.249129537	6694.7222446	0																													
0.3731360537	1999.8264109	2	1																												
0.4662926367	2499.1000494	0																													
0.5772142668	3093.5856349	4	1																												
0.1926909837	1032.7292542	4	1																												
0.1789246646	958.9485292	16	1																												
0.396532615	2125.2205152	2	1																												
0.3374275126	1808.4461278	3	1																												
0.535796323	2871.6057509	1	2																												
0.2345580618	1257.1162779	4	1																												
0.1552119317	831.85990013	2	1																												
0.2498476985	1339.0612383	5	1																												
1.3036180427	6986.7539359	3	1																												
0.2825098479	1514.1143548	2	2																												
0.5601287416	3002.0155919	2	1																												
1.1208474115	6007.1929102	2	1																												
0.1304853131	699.33734032	2	1																												
0.5044779922	2703.7548441	2	1																												
0.087354583	468.17776105	2	1																												
0.0490153757	262.69839633	3	1																												
1.0455592933	5603.6854881	3	1																												
0.2626777252	1407.823895	2	1																												
0.2651606202	1421.1309956	2	1																												
0.1725871414	924.98251027	5	1																												
2.1429833256	11485.340564	0																													
0.3889138986	2084.3879288	4	1																												
0.2505560781	1342.8578061	3	1																												
0.0755869165	405.10883474	3	1																												
1.9974485165	10705.345299	20	2																												
0.4122019734	2209.2005984	3	1																												
0.2368945314	1269.6386102	1	1																												
0.2384573418	1278.0145082	3	1																												
0.3484711168	1867.6344351	1	1																												
0.5822098734	3120.3596388	7	2																												
0.0549461265	294.48431419	0																													
3.0615974709	16408.662262	1	1																												
0.9765325211	5233.7358119	2	1																												
2.5429668581	13629.056306	1	1																												
0.5860903638	3141.1571657	1	1																												
0.9040985816	4845.5253889	9	1																												
3.725582973	19967.2992	1	1																												
2.1876937822	11724.966702	15	2																												
0.1857128382	995.32981365	2	1																												
1.3906774595	7453.3497511	3	1																												
0.67999522	3644.4411814	2	1																												
0.1957003372	1048.8579143	5	1																												
0.1577930023	845.6931737	4	2																												
0.0731830621	392.22535331	2	1																												
0.2075174464	1112.1918294	4	1																												
0.2194617411	1176.2073959	5	1																												
0.112617698	603.57567851	3	1																												
0.3133242419	1679.2644078	1	1																												
0.2282113925	1223.1012403	2	1																												
0.2201455476	1179.8722639	3	1																												
0.9297425284	4982.9643782	3	1																												
0.7974410503	4273.8932834	2	1																												
0.394774228	2115.7964227	2	1																												
0.4437096608	2378.0663643	3	1																												
0.1502002241	804.9996029	3	1																												
0.1200060697	643.17373055	4	1																												
0.2659192913	1425.197101	4	1																												
1.4134492855	7575.3955803	3	1																												
1.1220745668	6013.7698616	2	1																												
0.415133292	2224.9110299	2	1																												
1.3316914302	7137.2135371	3	1																												
0.7898801138	4233.3703687	2	1																												
1.2499706562	6699.2302319	2	1																												
0.6766691482	3626.6150664	2	1																												
0.5936278792	3181.5545548	0																													
1.7430404415	9341.8426765	3	1																												
0.1061274552	568.7911572	6	1																												
2.0140952174	10794.563459	5	2																												
1.3881969651	7440.0555167	1	1																												
0.262456011	1406.6356155	2	1																												
0.2239132056	1200.0650646	1	1																												
1.7880763735	9583.2132046	3	1																												
0.307947636	1650.4484347	2	1																												
0.9656994899	5175.6760732	2	1																												
1.1704515882	6273.0469915	40	2																												
0.3666374823	1964.9972525	42	2																												
0.474889551	2545.1752973	2	1																												
0.2449282821	1312.6955774	3	1																												
0.927329453	4970.0314764	2	1																												
0.4127531451	2212.154609	24	2																												
1.1384948505	6101.774536	2	1																												
0.322703043	1729.5301862	1	1																												
0.4674530628	2505.3193647	1	1																												
0.1089069775	583.68803506	16	2																												
0.5538108022	2968.1545326	4	1																												
0.0585209132	313.64341929	28	2																												
0.1532180544	821.17369471	4	1																												
0.9931700438	5322.9047816	4	1																												
0.1059989518	568.10244227	3	1																												
0.0530198983	284.16067529	2	2																												
0.0846944893	453.92096261	2	1																												
0.1560341223	836.26643874	2	1																												
0.0995724278	533.65942268	3	1																												
0.3702113167	1984.1512539	3	2																												
1.4135219386	7575.7849653	1	1																												
0.2622970361	1405.7835881	2	1																												
0.0562274948	301.35182087	2	1																												
1.0254555484	5495.9392665	3	1																												
0.0800722257	429.14789436	2	1																												
0.565641287	3031.5601341	4	1																												
1.0874286579	5828.0847661	0																													
0.5733353658	3072.7966265	0																													
0.3520513727	1886.8228524	6	2																												
0.3819545499	2047.0892299	2	1																												
0.863140794	4626.011717	1	1																												
1.8941061422	10151.48081	2	1																												
1.8102038548	9701.8056616	2	1																												
2.1568018421	11559.401041	2	1																												
0.2833762896	1518.7580578	0																													
0.1703320511	912.89633098	0																													
0.3104105998	1663.6487136	0																													
1.3745989151	7367.1766317	2	1																												
2.6900119815	14417.146115	3	1																												
1.4327722708	7678.9573133	0																													
1.4170333828	7594.6045852	1	1																												
1.5057913175	8070.303624	6	1																												
0.3482601693	1866.50386	2	1																												
0.3161822518	1694.5819405	4	1																												
1.0288129756	5513.9334309	12	1																												
1.1358215906	6087.4471729	4	2																												
1.5623811221	8373.5972476	6	2																												
0.1567295229	839.99344501	5	1																												
0.079561378	426.41000102	5	1																												
0.9788023581	5245.9010265	3	1																												
1.1770482005	6308.4016011	1	1																												
0.7907012732	4237.7713806	3	1																												
1.9692380383	10554.150958	3	1																												
1.196965979	6415.1511342	5	1																												
1.3092904369	7017.1551894	1	1																												
0.0604842115	324.16573629	10	1																												
0.067469049	361.601043	2	1																												
0.0368633432	197.56945647	2	1																												
2.5810493679	13833.159898	1	1																												
2.0508839933	10991.733271	3	1																												
0.259626544	1391.4710591	5	1																												
0.2004642005	1074.3898871	2	1																												
0.9381060897	5027.7889689	4	1																												
0.1587439237	850.78964666	2	1																												
0.2158116267	1156.6445716	3	1																												
1.1509450812	6168.5016721	0																													
1.2723540719	6819.1943716	3	1																												
0.046491587	249.17212562	5	1																												
0.491786537	2635.7348627	2	1																												
0.0328830158	176.23685184	0																													
0.8543942146	4579.1343372	2	1																												
0.0899196083	481.92503964	6	1																												
0.0642086485	344.12689358	8	2																												
0.3127020299	1675.9296563	0																													
0.8778985944	4705.1062958	2	1																												
0.9305575163	4987.3323141	4	1																												
0.4914511557	2633.9373836	0																													
1.0933721757	5859.9391094	4	1																												
0.282890584	1516.1549139	1	1																												
0.6580111055	3526.6171	10	3																												
1.2431803429	6662.8374795	1	1																												
1.0231392758	5483.5251799	6	1																												
0.9979657052	5348.6071768	3	1																												
1.3893685862	7446.3348312	2	1																												
0.2441064991	1308.291223	5	1																												
0.1876281614	1005.5950074	2	1																												
0.325554151	1744.8107278	5	1																												
0.858326289	4600.2083292	0																													
0.4885830091	2618.5655232	2	1																												
0.2334153688	1250.9920032	3	1																												
0.761115973	4079.2086683	3	1																												
1.2667114657	6788.9527677	0																													
0.0347954517	186.48657159	2	1																												
0.0435085371	233.18443959	3	1																												
0.588573007	3154.4629167	1	1																												
0.0479565668	257.02369939	5	1																												
0.0966400851	517.94350256	2	1																												
0.1424781362	763.61299568	1	1																												
0.0895104147	479.73196268	2	1																												
0.5420780608	2905.2727876	3	2																												
0.4151483648	2224.9918128	2	1																												
1.2530361738	6715.6599039	6	2																												
0.3484196369	1867.3585281	3	1																												
0.2912084188	1560.7344328	7	1																												
0.3817769682	2046.1374791	4	1																												
0.5287278579	2833.7222417	3	1																												
0.2948146837	1580.0622453	1	1																												
0.2662675405	1427.0635462	4	1																												
1.416278646	7590.5595661	2	1																												
0.08085132	433.3234579	3	2																												
0.2734525218	1465.5715252	3	1																												
0.411900149	2207.5829678	2	1																												
0.4732693391	2536.4917554	3	1																												
1.2516570123	6708.2682743	3	1																												
1.9278180442	10332.160086	2	1																												
0.23369658	1252.4991576	5	1																												
0.3446410754	1847.1072902	2	1																												
0.4432864557	2375.7981922	5	1																												
0.863140794	4626.011717	4	1																												
0.6386415291	3422.8056617	2	1																												
1.553239902	8324.6047869	3	1																												
1.8020296533	9657.9959472	2	1																												
1.3424359671	7194.7989902	0																													
0.4967030871	2662.0851625	2	1																												
1.7356184361	9302.0643642	2	1																												
1.3107503155	7024.9794235	1	2																												
0.9617986312	5154.7693818	3	1																												
1.0094378164	5410.0920712	3	1																												
2.5013301955	13405.904196	1	1																												
0.6459172626	3461.800028	4	1																												
0.1392115082	746.10547033	2	1																												
0.6855978799	3674.4686935	4	2																												
0.1656208653	887.64668352	8	1																												
0.4278200898	2292.9060497	1	1																												
1.9143976337	10260.233262	3	1																												
0.4184837136	2242.8676478	3	1																												
1.7224209386	9231.3322445	9	2																												
0.9476764597	5079.0814624	4	1																												
1.320372752	7076.5509681	0																													
0.0744487821	399.00899221	2	1																												
0.9879986769	5295.188789	2	1																												
0.2654967532	1422.9325038	3	1																												
1.1580014445	6206.3203218	0																													
0.473718122	2538.8970121	5	2																												
2.09030088	11202.98847	3	1																												
0.5874973899	3148.6981361	0																													
1.3645131644	7313.1219498	4	1																												
1.5248265702	8172.3232514	3	1																												
1.9290335922	10338.674828	1	1																												
0.4567884004	2448.1620001	3	1																												
0.167832106	899.49785046	5	1																												
0.1418987155	760.50758444	1	1																												
0.9336374421	5003.8392073	6	1																												
0.3940291106	2111.8029585	8	1																												
1.6937153265	9077.4842293	4	1																												
0.989024926	5300.6889811	0																													
1.3978064392	7491.5575889	2	1																												
0.5265867425	2822.2469125	1	1																												
1.1944444445	6401.636945	5	2																												
0.9542457387	5114.2895789	3	1																												
0.3561639626	1908.8643195	2	1																												
0.8457121555	4532.6027545	2	1																												
0.1693172414	907.45744827	1	1																												
1.2754285607	6835.6721255	3	1																												
0.7136342463	3824.7298792	2	1																												
0.1338667833	717.46036373	8	1																												
0.2545089937	1364.0434967	1	1																												
0.4151284568	2224.8851154	2	1																												
0.2723684487	1459.7614242	4	1																												
1.0487495567	5620.7837364	14	1																												
0.3871988557	2075.1961393	2	1																												
0.896755115	4806.1680063	1	1																												
0.3531768981	1892.8551172	2	1																												
1.1919930946	6388.4989103	0																													
1.1731157444	6287.3255633	0																													
0.1954283034	1047.3999465	11	1																												
0.1431332296	767.1239754	2	1																												
0.8632179929	4626.4254653	2	1																												
0.1479424946	792.89927931	8	1																												
0.0835308221	447.68427634	0																													
0.214991188	1152.2474221	2	1																												
1.1019299958	5905.8048318	3	2																												
0.1663387154	891.49400853	2	1																												
2.9618209519	15873.90901	2	1																												
1.9056460733	10213.329186	0																													
1.3014707664	6975.2455872	3	1																												
1.04515044	5601.4942348	3	1																												
0.9547966937	5117.2424277	4	1																												
0.1660824025	890.12029717	2	1																												
0.5265867425	2822.2469125	1	1																												
1.1502242037	6164.6381217	4	1																												
2.3229787483	12450.027831	2	1																												
1.4771270551	7916.6772233	2	1																												
0.863140794	4626.011717	28	2																												
0.3987800113	2137.2654582	9	1																												
0.9346681437	5009.3632629	5	1																												
0.6667263081	3573.3263157	6	1																												
1.4716951604	7887.5649291	5	1																												
0.9014191464	4831.1649294	2	1																												
0.1064924132	570.74715374	1	1																												
0.0639784922	342.89336853	3	1																												
0.4566939234	2447.6556496	5	1																												
0.0655912627	351.53702813	6	1																												
0.0518896865	278.10329366	4	1																												
0.0762823783	408.83616924	5	1																												
0.3490176671	1870.5636768	2	1																												
0.9326818668	4998.7177922	2	1																												
1.7128339581	9179.9507268	3	1																												
2.9206189473	15653.086454	2	1																												
1.3843320566	7419.3415007	4	1																												
1.5797602276	8466.7407374	15	2																												
1.2311750938	6598.4952272	3	1																												
1.5071045757	8077.3420447	1	1																												
0.1352881601	725.07824702	3	1																												
1.6901080223	9058.1508468	2	1																												
1.3335701656	7147.2826381	3	2																												
0.6650200053	3564.1813688	3	2																												
1.3335701656	7147.2826381	8	2																												
1.7339227274	9292.9761965	10	2																												
1.459395272	7821.6435542	9	1																												
0.7447014845	3991.2350533	2	1																												
1.517144843	8131.1529573	3	1																												
1.6617767436	8906.3090749	3	1																												
1.5839409085	8489.1471385	2	1																												
1.2297091397	6590.6384311	4	1																												
1.0124791751	5426.3922636	3	1																												
0.1467047599	786.26562786	2	1																												
0.1054267078	565.03549462	4	1																												
0.1494235005	800.83674539	3	1																												
0.780707088	4184.2074454	2	1																												
0.6518090213	3493.3769679	8	2																												
0.0957930871	513.40400851	0																													
0.1031556107	552.86352705	0																													
0.2056280182	1102.06542	0																													
0.2481404544	1329.9112467	2	1																												
0.1071825837	574.4461292	3	1																												
0.3374275126	1808.4461278	2	1																												
0.0773196026	414.39518353	2	1																												
0.2071143102	1110.0312164	2	1																												
1.5079131974	8081.6758605	0																													
1.8391163492	9856.762465	4	1																												
0.2482168613	1330.3207501	0																													
0.1957076681	1048.897204	0																													
0.2167492402	1161.6697205	1	1																												
0.2183004446	1169.9834158	0																													
1.3835764678	7415.2919147	3	1																												
0.1590466214	852.41195769	3	1																												
1.7480127217	9368.4916619	0																													
0.19060622	1021.5559423	3	1																												
0.2529701487	1355.7960419	0																													
0.253467298	1358.4605181	2	1																												
0.2226898195	1193.5083145	0																													
1.1070700678	5933.3530989	3	1																												
0.6807256408	3648.3558792	3	1																												
0.3453228878	1850.7614704	1	1																												
1.0299221708	5519.8781737	1	1																												
0.2765709199	1482.284611	0																													
1.8811011373	10081.780356	1	1																												
0.4763988152	2553.2642138	2	1																												
1.168727089	6263.804521	0																													
0.7260092601	3891.0538897	1	1																												
2.1931920764	11754.434865	3	1																												
1.4544903286	7795.3554611	3	2																												
0.8216823976	4403.8150265	3	1																												
0.5597630922	3000.0558904	4	1																												
0.8741433326	4684.9799324	2	1																												
0.4202895826	2252.5462207	4	2																												
1.6873838747	9043.5507502	0																													
1.653333592	8861.0579197	0																													
1.0001929397	5360.5440623	3	1																												
2.3543433105	12618.126516	2	1																												
2.0436273211	10952.841063	2	1																												
2.0140896115	10794.533414	2	1																												
0.4603814151	2467.418798	6	1																												
0.5665724866	3036.5509075	10	1																												
0.9898524524	5305.124117	0																													
1.4328725939	7679.4949957	5	2																												
0.5934033706	3180.3512986	3	1																												
2.9751726575	15945.467609	2	1																												
0.2519240526	1350.1894794	4	1																												
0.3688452507	1976.8298095	4	2																												
0.2680293741	1436.5061107	1	1																												
0.6432386182	3447.4438064	2	1																												
0.7932860462	4251.6244972	2	1																												
1.3552461806	7263.4554576	10	1																												
0.4522359236	2423.7629547	0																													
1.0004636315	5361.9948375	2	1																												
0.7746721511	4151.8631407	6	1																												
1.3300400107	7128.3627375	0																													
1.3300400107	7128.3627375	4	1																												
0.4184421941	2242.6451239	6	1																												
0.290722302	1558.1290849	4	1																												
0.4866648994	2608.2853948	2	1																												
1.1261409893	6035.5638937	0																													
2.0617673852	11050.062919	0																													
0.3232916532	1732.6848482	1	1																												
0.6135081573	3288.1031041	4	1																												
0.76727001	4112.1912914	0																													
0.2831390001	1517.4863025	5	1																												
1.7512491732	9385.8374561	0																													
0.4334208715	2322.923495	2	1																												
0.4833207285	2590.3622774	3	1																												
0.6113108698	3276.3267197	2	1																												
1.0825892005	5802.1476462	0																													
0.3615715895	1937.8465498	1	1																												
1.1028570885	5910.7735943	1	1																												
0.4567884004	2448.1620001	3	1																												
3.4678454547	18585.952393	1	1																												
0.9174906043	4917.3000688	3	1																												
1.9290335922	10338.674828	3	1																												
1.270956266	6811.7028173	1	1																												
1.5671981921	8399.4143825	2	1																												
0.9219381643	4941.1368109	2	1																												
1.2028350346	6446.6063962	4	1																												
0.8292325078	4444.2799177	2	1																												
0.5792762463	3104.6368348	2	1																												
1.3533382964	7253.2301328	4	1																												
0.2973675669	1593.7444485	3	1																												
0.4065623742	2178.9751102	2	1																												
0.4570652533	2449.6457957	2	1																												
0.3167834417	1697.8040238	2	1																												
0.4386358977	2350.8734799	2	1																												
0.9741662904	5221.053975	0																													
0.5268554819	2823.687224	4	1																												
1.3335701656	7147.2826381	1	1																												
1.3058116246	6998.5104599	0																													
1.37175608	7351.9404285	3	1																												
2.0714476987	11101.944656	0																													
0.6317209776	3385.7148968	3	1																												
0.3664369121	1963.9222949	3	1																												
0.6954110472	3727.0624615	2	1																												
1.5695321405	8411.9232023	6	1																												
0.0874298316	468.5810569	15	2																												
0.2836669443	1520.3158247	2	1																												
0.3030740373	1624.3283337	20	2																												
0.3457536711	1853.070258	2	1																												
0.2099500049	1125.2291505	4	1																												
1.4021364136	7514.76413	2	1																												
0.1502202938	805.10716676	7	2																												
1.2156018481	6515.030261	5	1																												
0.0918710055	492.3835729	4	1																												
0.0535539684	287.023029	1	1																												
1.4863809942	7966.2738024	1	1																												
0.087356818	468.18973991	3	1																												
1.2363238139	6626.0898436	3	1																												
0.1541331901	826.0783739	2	1																												
1.0042271494	5382.1654497	1	1																												
1.5955737495	8551.4934662	3	1																												
0.1149289834	615.96303583	2	1																												
0.69676696	3734.3294899	3	1																												
0.1684339723	902.72355904	2	1																												
0.154570226	828.4206721	1	1																												
1.0459882754	5605.9846219	4	1																												
1.4797552353	7930.7629813	3	1																												
2.030205988	10880.909295	0																													
0.7178322882	3847.2293268	2	1																												
1.9933079602	10683.153946	0																													
0.86580956	4640.3149948	2	1																												
0.1515459325	812.21194087	2	1																												
0.9023472877	4836.1393119	3	1																												
2.3386165552	12533.838814	0																													
0.2658633679	1424.8973789	6	2																												
1.7282133519	9262.3767415	3	2																												
0.6411550516	3436.2769106	3	1																												
0.7994835659	4284.8401662	2	1																												
1.7227712432	9233.2097059	2	1																												
1.7282133519	9262.3767415	1	1																												
1.3300400107	7128.3627375	3	2																												
0.2262023468	1212.3337395	4	1																												
1.0094378164	5410.0920712	1	1																												
0.7005510032	3754.6101069	4	1																												
0.5993129223	3212.0236003	6	1																												
1.4043292466	7526.5166403	1	1																												
0.2187653181	1172.4749102	2	3																												
1.3256511358	7104.8405191	3	1																												
0.747655478	4007.0670106	6	1																												
0.4186441111	2243.7272997	4	1																												
1.5006245813	8042.6124497	4	2																												
0.2937459343	1574.3342723	4	1																												
0.266791784	1429.8732344	6	2																												
0.3131565283	1678.3655449	4	1																												
0.8807416029	4720.3434283	2	1																												
