code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	main_category	main_category_fr	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g
0000000033060	http://world-fr.openfoodfacts.org/produit/0000000033060/10-grain-pancake-mix-bob-s-red-mill	usda-ndb-import	1489055668	2017-03-09T10:34:28Z	1489055668	2017-03-09T10:34:28Z	10-Grain Pancake Mix					Bob's Red Mill	bob-s-red-mill																		US	en:united-states	États-Unis	Wheat, rye, triticale, oat, corn, barley, soy bean, brown rice, and millet flours; flaxseed, buttermilk powder, non-aluminum baking powder (baking soda, sodium phosphate, cornstarch, and monocalcium phosphate), sea salt						58 g (0.5 cup)		2	 [ wheat -> en:wheat  ]  [ rye -> en:rye  ]  [ triticale -> en:triticale  ]  [ oat -> en:oat  ]  [ corn -> en:corn  ]  [ barley -> en:barley  ]  [ soy-bean -> en:soy-bean  ]  [ bean -> en:bean  ]  [ brown-rice -> en:brown-rice  ]  [ rice -> en:rice  ]  [ and-millet-flours -> en:and-millet-flours  ]  [ millet-flours -> en:millet-flours  ]  [ flours -> en:flours  ]  [ flaxseed -> en:flaxseed  ]  [ buttermilk-powder -> en:buttermilk-powder  ]  [ powder -> en:powder  ]  [ non-aluminum-baking-powder -> en:non-aluminum-baking-powder  ]  [ aluminum-baking-powder -> en:aluminum-baking-powder  ]  [ baking-powder -> en:baking-powder  ]  [ powder -> en:powder  ]  [ baking-soda -> en:baking-soda  ]  [ soda -> en:soda  ]  [ sodium-phosphate -> en:e339  -> exists  -- ok  ]  [ cornstarch -> en:cornstarch  ]  [ and-monocalcium-phosphate -> en:and-monocalcium-phosphate  ]  [ monocalcium-phosphate -> en:e341i  -> exists  -- ok  ]  [ sea-salt -> en:sea-salt  ]  [ salt -> en:salt  ] 	en:e339,en:e341,en:e341i	E339 - Orthophosphates de sodium,E341 - Phosphate de calcium d'hydrogène,E341i - Phosphate monocalcique	0			0				c			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1297		1.72	0.86																																		0.009	60.34	5.17									6.9	13.79				2.75844	1.086																					0.259		0.00248																			9	9		
0000000033084	http://world-fr.openfoodfacts.org/produit/0000000033084/fine-sea-salt-unfi	usda-ndb-import	1489055709	2017-03-09T10:35:09Z	1489055709	2017-03-09T10:35:09Z	Fine Sea Salt					Unfi	unfi																		US	en:united-states	États-Unis	New zealand sea salt with natural trace elements.						1.5 g (0.25 tsp)		0	 [ new-zealand-sea-salt-with-natural-trace-elements -> en:new-zealand-sea-salt-with-natural-trace-elements  ]  [ zealand-sea-salt-with-natural-trace-elements -> en:zealand-sea-salt-with-natural-trace-elements  ]  [ sea-salt-with-natural-trace-elements -> en:sea-salt-with-natural-trace-elements  ]  [ salt-with-natural-trace-elements -> en:salt-with-natural-trace-elements  ]  [ with-natural-trace-elements -> en:with-natural-trace-elements  ]  [ natural-trace-elements -> en:natural-trace-elements  ]  [ trace-elements -> en:trace-elements  ]  [ elements -> en:elements  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer																																																										99.90582	39.333																																													
0000000033268	http://world-fr.openfoodfacts.org/produit/0000000033268/sweeteners-organic-fair-trade-sugar-wholesome	usda-ndb-import	1489055653	2017-03-09T10:34:13Z	1489055653	2017-03-09T10:34:13Z	Sweeteners, Organic Fair Trade Sugar					Wholesome,  Wholesome Sweeteners	wholesome,wholesome-sweeteners																		US	en:united-states	États-Unis	Organic evaporated cane juice.						4 g (1 tsp)		0	 [ organic-evaporated-cane-juice -> en:organic-evaporated-cane-juice  ]  [ evaporated-cane-juice -> en:evaporated-cane-juice  ]  [ cane-juice -> en:cane-juice  ]  [ juice -> en:juice  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1569																																						100	100																																																												
0000000033503	http://world-fr.openfoodfacts.org/produit/0000000033503/organic-refined-unbleached-white-flour-unfi	usda-ndb-import	1489055682	2017-03-09T10:34:42Z	1489055682	2017-03-09T10:34:42Z	Organic Refined Unbleached White Flour					Unfi	unfi																		US	en:united-states	États-Unis	Organic refined wheat flour (niacin, iron, thiamin mononitrate, riboflavin and folic acid).						30 g (0.25 cup)		1	 [ organic-refined-wheat-flour -> en:organic-refined-wheat-flour  ]  [ refined-wheat-flour -> en:refined-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ iron -> en:iron  ]  [ thiamin-mononitrate -> en:thiamin-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin-and-folic-acid -> en:riboflavin-and-folic-acid  ]  [ and-folic-acid -> en:and-folic-acid  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ] 	en:e375	E375 - Acide nicotinique	0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1536																																						76.67										3.3	10																										0.067		0.0048																						
0000000033572	http://world-fr.openfoodfacts.org/produit/0000000033572/organic-whole-brown-rice-flour-fairhaven	usda-ndb-import	1489138488	2017-03-10T09:34:48Z	1489138488	2017-03-10T09:34:48Z	Organic Whole Brown Rice Flour					Fairhaven	fairhaven																		US	en:united-states	États-Unis	Organic whole brown rice flour						31 g (0.25 cup)		0	 [ organic-whole-brown-rice-flour -> en:organic-whole-brown-rice-flour  ]  [ whole-brown-rice-flour -> en:whole-brown-rice-flour  ]  [ brown-rice-flour -> en:brown-rice-flour  ]  [ rice-flour -> en:rice-flour  ]  [ flour -> en:flour  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1891		3.23																																				96.77										6.4	12.9																												0.00232																						
0000000033589	http://world-fr.openfoodfacts.org/produit/0000000033589/organic-whole-spelt-flour-vitaspelt	usda-ndb-import	1489138488	2017-03-10T09:34:48Z	1489138488	2017-03-10T09:34:48Z	Organic Whole Spelt Flour					Vitaspelt	vitaspelt																		US	en:united-states	États-Unis	Organic whole grain spelt flour						34 g (0.25 cup)		0	 [ organic-whole-grain-spelt-flour -> en:organic-whole-grain-spelt-flour  ]  [ whole-grain-spelt-flour -> en:whole-grain-spelt-flour  ]  [ grain-spelt-flour -> en:grain-spelt-flour  ]  [ spelt-flour -> en:spelt-flour  ]  [ flour -> en:flour  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1356		2.94																																				67.65	2.94									5.9	14.71																										0.176		0.00318																						
0000000033626	http://world-fr.openfoodfacts.org/produit/0000000033626/organic-whole-rye-flour-fairhaven	usda-ndb-import	1489055711	2017-03-09T10:35:11Z	1489055711	2017-03-09T10:35:11Z	Organic Whole Rye Flour					Fairhaven	fairhaven																		US	en:united-states	États-Unis	Organic whole rye flour.						30 g (0.25 cup)		0	 [ organic-whole-rye-flour -> en:organic-whole-rye-flour  ]  [ whole-rye-flour -> en:whole-rye-flour  ]  [ rye-flour -> en:rye-flour  ]  [ flour -> en:flour  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1393		1.67																																				73.33										13.3	10																										0.033		0.0018																						
0000000033640	http://world-fr.openfoodfacts.org/produit/0000000033640/granola-cranberry-and-acai-viva-la-salud	usda-ndb-import	1489050424	2017-03-09T09:07:04Z	1489050425	2017-03-09T09:07:05Z	Granola Cranberry And Acai					Viva La Salud	viva-la-salud																		US	en:united-states	États-Unis	Whole rolled oats, milled cane sugar, vegetable oil (canola and/or safflower and/or sunflower oil), rice flour, constarch, dried cranberries (cranberries, sugar, sunflower oil), natural flavor, salt, barley malt syrup, acai berry.						55 g (0.5 cup)		0	 [ whole-rolled-oats -> en:whole-rolled-oats  ]  [ rolled-oats -> en:rolled-oats  ]  [ oats -> en:oats  ]  [ milled-cane-sugar -> en:milled-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ vegetable-oil -> en:vegetable-oil  ]  [ oil -> en:oil  ]  [ canola-and-or-safflower-and-or-sunflower-oil -> en:canola-and-or-safflower-and-or-sunflower-oil  ]  [ and-or-safflower-and-or-sunflower-oil -> en:and-or-safflower-and-or-sunflower-oil  ]  [ or-safflower-and-or-sunflower-oil -> en:or-safflower-and-or-sunflower-oil  ]  [ safflower-and-or-sunflower-oil -> en:safflower-and-or-sunflower-oil  ]  [ and-or-sunflower-oil -> en:and-or-sunflower-oil  ]  [ or-sunflower-oil -> en:or-sunflower-oil  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ]  [ rice-flour -> en:rice-flour  ]  [ flour -> en:flour  ]  [ constarch -> en:constarch  ]  [ dried-cranberries -> en:dried-cranberries  ]  [ cranberries -> en:cranberries  ]  [ cranberries -> en:cranberries  ]  [ sugar -> en:sugar  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ salt -> en:salt  ]  [ barley-malt-syrup -> en:barley-malt-syrup  ]  [ malt-syrup -> en:malt-syrup  ]  [ syrup -> en:syrup  ]  [ acai-berry -> en:acai-berry  ]  [ berry -> en:berry  ] 			0			0				c			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1824		10.91	0.91																																	0	0	74.55	25.45									5.5	9.09				0.254	0.1		0					0														0.036		0.00262																			6	6		
0000000033657	http://world-fr.openfoodfacts.org/produit/0000000033657/organic-medium-whole-wheat-flour-fairhaven	usda-ndb-import	1489055731	2017-03-09T10:35:31Z	1489055732	2017-03-09T10:35:32Z	Organic Medium Whole Wheat Flour					Fairhaven	fairhaven																		US	en:united-states	États-Unis	Organic whole grain hard red wheat flour						35 g (0.25 cup)		0	 [ organic-whole-grain-hard-red-wheat-flour -> en:organic-whole-grain-hard-red-wheat-flour  ]  [ whole-grain-hard-red-wheat-flour -> en:whole-grain-hard-red-wheat-flour  ]  [ grain-hard-red-wheat-flour -> en:grain-hard-red-wheat-flour  ]  [ hard-red-wheat-flour -> en:hard-red-wheat-flour  ]  [ red-wheat-flour -> en:red-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1552		1.43																																				62.86										11.4	11.43																										0.029		0.00309																						
0000000033664	http://world-fr.openfoodfacts.org/produit/0000000033664/organic-soft-whole-wheat-pastry-flour-fairhaven	usda-ndb-import	1489055715	2017-03-09T10:35:15Z	1489055715	2017-03-09T10:35:15Z	Organic Soft Whole Wheat Pastry Flour					Fairhaven	fairhaven																		US	en:united-states	États-Unis	Organic soft white wheat flour.						28 g (0.25 cup)		0	 [ organic-soft-white-wheat-flour -> en:organic-soft-white-wheat-flour  ]  [ soft-white-wheat-flour -> en:soft-white-wheat-flour  ]  [ white-wheat-flour -> en:white-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1644		1.79																																				78.57										10.7	14.29																										0.036		0.00386																						
0000000033688	http://world-fr.openfoodfacts.org/produit/0000000033688/peanuts-mixed-nuts-northgate-market	usda-ndb-import	1489050424	2017-03-09T09:07:04Z	1489050424	2017-03-09T09:07:04Z	Peanuts, Mixed Nuts					Northgate Market	northgate-market																		US	en:united-states	États-Unis	Peanuts, honey, coating (sucrose, wheat starch, honey, maltodextrin, xanthan gum), non gmo canola oil, sugar, salt.						28 g (0.25 cup)		1	 [ peanuts -> en:peanuts  ]  [ honey -> en:honey  ]  [ coating -> en:coating  ]  [ sucrose -> en:sucrose  ]  [ wheat-starch -> en:wheat-starch  ]  [ starch -> en:starch  ]  [ honey -> en:honey  ]  [ maltodextrin -> en:maltodextrin  ]  [ xanthan-gum -> en:e415  -> exists  -- ok  ]  [ non-gmo-canola-oil -> en:non-gmo-canola-oil  ]  [ gmo-canola-oil -> en:gmo-canola-oil  ]  [ canola-oil -> en:canola-oil  ]  [ oil -> en:oil  ]  [ sugar -> en:sugar  ]  [ salt -> en:salt  ] 	en:e415	E415 - Gomme xanthane	0			0				d			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2389		42.86	7.14																																	0	0	25	14.29									7.1	25				0.54356	0.214		0					0														0.071		0.00514																			14	14		
0000000034135	http://world-fr.openfoodfacts.org/produit/0000000034135/organic-large-raw-whole-cashews-not-a-branded-item	usda-ndb-import	1489050462	2017-03-09T09:07:42Z	1489050462	2017-03-09T09:07:42Z	Organic Large Raw Whole Cashews					Not A Branded Item	not-a-branded-item																		US	en:united-states	États-Unis	Organic cashews.						30 g (0.25 cup)		0	 [ organic-cashews -> en:organic-cashews  ]  [ cashews -> en:cashews  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2648		50	10																																			30	6.67									23.3	16.67																												0.006																						
0000000034142	http://world-fr.openfoodfacts.org/produit/0000000034142/organic-brown-sesame-seeds-pcc	usda-ndb-import	1489055721	2017-03-09T10:35:21Z	1489055721	2017-03-09T10:35:21Z	Organic Brown Sesame Seeds					Pcc	pcc																		US	en:united-states	États-Unis	Organic sesame seed with hulls						36 g (0.25 cup)		0	 [ organic-sesame-seed-with-hulls -> en:organic-sesame-seed-with-hulls  ]  [ sesame-seed-with-hulls -> en:sesame-seed-with-hulls  ]  [ seed-with-hulls -> en:seed-with-hulls  ]  [ with-hulls -> en:with-hulls  ]  [ hulls -> en:hulls  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2439		50	6.94																																			22.22										11.1	16.67																										0.972		0.015																						
0000000034241	http://world-fr.openfoodfacts.org/produit/0000000034241/organic-white-sesame-seeds-not-a-branded-item	usda-ndb-import	1489050461	2017-03-09T09:07:41Z	1489050461	2017-03-09T09:07:41Z	Organic White Sesame Seeds					Not A Branded Item	not-a-branded-item																		US	en:united-states	États-Unis	Organic hulled sesame seeds						36 g (0.25 cup)		0	 [ organic-hulled-sesame-seeds -> en:organic-hulled-sesame-seeds  ]  [ hulled-sesame-seeds -> en:hulled-sesame-seeds  ]  [ sesame-seeds -> en:sesame-seeds  ]  [ seeds -> en:seeds  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2439		55.56	8.33																																			13.89										13.9	19.44				0.07112	0.028																					0.111		0.003																						
