code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	main_category	main_category_fr	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g
0000000030038	http://world-fr.openfoodfacts.org/produit/0000000030038/organic-french-green-lentils-crown-pacific-fine-foods	usda-ndb-import	1489055649	2017-03-09T10:34:09Z	1489055649	2017-03-09T10:34:09Z	Organic French Green Lentils					Crown Pacific Fine Foods	crown-pacific-fine-foods																		US	en:united-states	États-Unis	Organic french green lentils						45 g (0.25 cup)		0	 [ organic-french-green-lentils -> en:organic-french-green-lentils  ]  [ french-green-lentils -> en:french-green-lentils  ]  [ green-lentils -> en:green-lentils  ]  [ lentils -> en:lentils  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1490																																						64.44	4.44									15.6	26.67				0.08382	0.033																					0.089		0.006																						
0000000030113	http://world-fr.openfoodfacts.org/produit/0000000030113/naturakrill-original-natura4ever	chris13	1502444266	2017-08-11T09:37:46Z	1502444428	2017-08-11T09:40:28Z	Naturakrill original		60 capsules			Natura4ever	natura4ever																		en:FR	en:france	France																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	A compléter,Informations nutritionnelles à compléter,Ingrédients à compléter,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité complétée,Nom du produit complete,Photos à valider,Photos envoyées																																																																																																								
0000000030540	http://world-fr.openfoodfacts.org/produit/0000000030540/organic-garbanzo-beans-unfi	usda-ndb-import	1489055649	2017-03-09T10:34:09Z	1489055650	2017-03-09T10:34:10Z	Organic Garbanzo Beans					Unfi	unfi																		US	en:united-states	États-Unis	Organic garbanzo beans						47 g (0.25 cup)		0	 [ organic-garbanzo-beans -> en:organic-garbanzo-beans  ]  [ garbanzo-beans -> en:garbanzo-beans  ]  [ beans -> en:beans  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1335		5.32																																				53.19	8.51									14.9	17.02				0.05334	0.021																					0.085		0.00574																						
0000000030557	http://world-fr.openfoodfacts.org/produit/0000000030557/organic-green-split-peas-coombs-family	usda-ndb-import	1489055649	2017-03-09T10:34:09Z	1489055649	2017-03-09T10:34:09Z	Organic Green Split Peas					Coombs Family	coombs-family																		US	en:united-states	États-Unis	Organic green split peas						45 g (0.25 cup)		0	 [ organic-green-split-peas -> en:organic-green-split-peas  ]  [ green-split-peas -> en:green-split-peas  ]  [ split-peas -> en:split-peas  ]  [ peas -> en:peas  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1582		1.11																																				68.89										28.9	28.89				0.05588	0.022		6.66e-05					0.0027														0.044		0.006																						
0000000030564	http://world-fr.openfoodfacts.org/produit/0000000030564/organic-small-red-chili-beans-unfi	usda-ndb-import	1489055730	2017-03-09T10:35:30Z	1489055730	2017-03-09T10:35:30Z	Organic Small Red Chili Beans					Unfi	unfi																		US	en:united-states	États-Unis	High fiber, low fat, vegetable nourishment.						36 g (0.25 cup)		0	 [ high-fiber -> en:high-fiber  ]  [ fiber -> en:fiber  ]  [ low-fat -> en:low-fat  ]  [ fat -> en:fat  ]  [ vegetable-nourishment -> en:vegetable-nourishment  ]  [ nourishment -> en:nourishment  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					699																																						63.89	2.78									44.4	22.22				0.17526	0.069							0.01																0.0075																						
0000000030571	http://world-fr.openfoodfacts.org/produit/0000000030571/organic-small-white-beans-unfi	usda-ndb-import	1489055711	2017-03-09T10:35:11Z	1489055711	2017-03-09T10:35:11Z	Organic Small White Beans					Unfi	unfi																		US	en:united-states	États-Unis	Organic small white beans.						45 g (0.25 cup)		0	 [ organic-small-white-beans -> en:organic-small-white-beans  ]  [ small-white-beans -> en:small-white-beans  ]  [ white-beans -> en:white-beans  ]  [ beans -> en:beans  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1674																																						66.67	2.22									26.7	24.44				0.04572	0.018							0.0053														0.089		0.0088																						
0000000030595	http://world-fr.openfoodfacts.org/produit/0000000030595/organic-grey-green-lentils-unfi	usda-ndb-import	1489055652	2017-03-09T10:34:12Z	1489055652	2017-03-09T10:34:12Z	Organic Grey-Green Lentils					Unfi	unfi																		US	en:united-states	États-Unis	Organic grey-green lentils						45 g (0.25 cup)		0	 [ organic-grey-green-lentils -> en:organic-grey-green-lentils  ]  [ grey-green-lentils -> en:grey-green-lentils  ]  [ green-lentils -> en:green-lentils  ]  [ lentils -> en:lentils  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1582		1.11																																				66.67										33.3	28.89				0.01778	0.007		3.33e-05					0.004														0.067		0.0084																						
0000000030625	http://world-fr.openfoodfacts.org/produit/0000000030625/organic-yellow-split-peas-unfi	usda-ndb-import	1489055649	2017-03-09T10:34:09Z	1489055649	2017-03-09T10:34:09Z	Organic Yellow Split Peas					Unfi	unfi																		US	en:united-states	États-Unis	Organic yellow split peas						45 g (0.25 cup)		0	 [ organic-yellow-split-peas -> en:organic-yellow-split-peas  ]  [ yellow-split-peas -> en:yellow-split-peas  ]  [ split-peas -> en:split-peas  ]  [ peas -> en:peas  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1582		1.11																																				68.89	8.89									28.9	28.89				0.05588	0.022		6.66e-05					0.0027														0.044		0.006																						
0000000030649	http://world-fr.openfoodfacts.org/produit/0000000030649/organic-mung-beans-unfi	usda-ndb-import	1489055734	2017-03-09T10:35:34Z	1489055734	2017-03-09T10:35:34Z	Organic Mung Beans					Unfi	unfi																		US	en:united-states	États-Unis	Organic mung beans						51 g (0.25 cup)		0	 [ organic-mung-beans -> en:organic-mung-beans  ]  [ mung-beans -> en:mung-beans  ]  [ beans -> en:beans  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1477		0.98																																				62.75										15.7	23.53				0.0508	0.02		5.88e-05					0.0047														0.118		0.00706																						
0000000030717	http://world-fr.openfoodfacts.org/produit/0000000030717/organic-baby-lima-beans-unfi	usda-ndb-import	1489055678	2017-03-09T10:34:38Z	1489055678	2017-03-09T10:34:38Z	Organic Baby Lima Beans					Unfi	unfi																		US	en:united-states	États-Unis	Organic baby lima beans						45 g (0.25 cup)		0	 [ organic-baby-lima-beans -> en:organic-baby-lima-beans  ]  [ baby-lima-beans -> en:baby-lima-beans  ]  [ lima-beans -> en:lima-beans  ]  [ beans -> en:beans  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1393																																						62.22	8.89									26.7	20				0.02794	0.011		3.33e-05																			0.089		0.006																						
0000000030724	http://world-fr.openfoodfacts.org/produit/0000000030724/organic-dark-red-kidney-bean-pcc	usda-ndb-import	1489055678	2017-03-09T10:34:38Z	1489055678	2017-03-09T10:34:38Z	Organic Dark Red Kidney Bean					Pcc	pcc																		US	en:united-states	États-Unis	Organic dark red kidney bean						46 g (0.25 cup)		0	 [ organic-dark-red-kidney-bean -> en:organic-dark-red-kidney-bean  ]  [ dark-red-kidney-bean -> en:dark-red-kidney-bean  ]  [ red-kidney-bean -> en:red-kidney-bean  ]  [ kidney-bean -> en:kidney-bean  ]  [ bean -> en:bean  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1272																																						54.35	2.17									13	19.57				0.02794	0.011							0.0052														0.13		0.00783																						
0000000031097	http://world-fr.openfoodfacts.org/produit/0000000031097/coconut-almond-granola-golden-temple	usda-ndb-import	1489055701	2017-03-09T10:35:01Z	1489055703	2017-03-09T10:35:03Z	Coconut Almond Granola					Golden Temple	golden-temple																		US	en:united-states	États-Unis	Whole, rolled oats, vegetable oil (canola and/or safflower and/or sunflower oil), coconut, milled cane sugar, almonds, molasses, honey, salt, organic cardamon seed, organic fennel seed, organic fenugreek seed, organic nutmeg.						55 g (0.5 cup)		0	 [ whole -> en:whole  ]  [ rolled-oats -> en:rolled-oats  ]  [ oats -> en:oats  ]  [ vegetable-oil -> en:vegetable-oil  ]  [ oil -> en:oil  ]  [ canola-and-or-safflower-and-or-sunflower-oil -> en:canola-and-or-safflower-and-or-sunflower-oil  ]  [ and-or-safflower-and-or-sunflower-oil -> en:and-or-safflower-and-or-sunflower-oil  ]  [ or-safflower-and-or-sunflower-oil -> en:or-safflower-and-or-sunflower-oil  ]  [ safflower-and-or-sunflower-oil -> en:safflower-and-or-sunflower-oil  ]  [ and-or-sunflower-oil -> en:and-or-sunflower-oil  ]  [ or-sunflower-oil -> en:or-sunflower-oil  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ]  [ coconut -> en:coconut  ]  [ milled-cane-sugar -> en:milled-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ almonds -> en:almonds  ]  [ molasses -> en:molasses  ]  [ honey -> en:honey  ]  [ salt -> en:salt  ]  [ organic-cardamon-seed -> en:organic-cardamon-seed  ]  [ cardamon-seed -> en:cardamon-seed  ]  [ seed -> en:seed  ]  [ organic-fennel-seed -> en:organic-fennel-seed  ]  [ fennel-seed -> en:fennel-seed  ]  [ seed -> en:seed  ]  [ organic-fenugreek-seed -> en:organic-fenugreek-seed  ]  [ fenugreek-seed -> en:fenugreek-seed  ]  [ seed -> en:seed  ]  [ organic-nutmeg -> en:organic-nutmeg  ]  [ nutmeg -> en:nutmeg  ] 			0			0				d			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2054		25.45	8.18																																			58.18	9.09									7.3	10.91				0.254	0.1																					0.036		0.00327																			12	12		
0000000031141	http://world-fr.openfoodfacts.org/produit/0000000031141/super-nutty-granola-golden-temple	usda-ndb-import	1489055730	2017-03-09T10:35:30Z	1489055730	2017-03-09T10:35:30Z	Super Nutty Granola					Golden Temple	golden-temple																		US	en:united-states	États-Unis	Whole rolled oats, milled cane sugar, vegetable oil (canola and/or safflower and/or sunflower oil), molasses, coconut, almonds, sesame seeds, sunflower seeds, cashews, walnuts, honey, salt, natural flavor, organic cardamom seed, organic fennel seed, organic fenugreek seed, organic nutmeg						55 g (0.5 cup)		0	 [ whole-rolled-oats -> en:whole-rolled-oats  ]  [ rolled-oats -> en:rolled-oats  ]  [ oats -> en:oats  ]  [ milled-cane-sugar -> en:milled-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ vegetable-oil -> en:vegetable-oil  ]  [ oil -> en:oil  ]  [ canola-and-or-safflower-and-or-sunflower-oil -> en:canola-and-or-safflower-and-or-sunflower-oil  ]  [ and-or-safflower-and-or-sunflower-oil -> en:and-or-safflower-and-or-sunflower-oil  ]  [ or-safflower-and-or-sunflower-oil -> en:or-safflower-and-or-sunflower-oil  ]  [ safflower-and-or-sunflower-oil -> en:safflower-and-or-sunflower-oil  ]  [ and-or-sunflower-oil -> en:and-or-sunflower-oil  ]  [ or-sunflower-oil -> en:or-sunflower-oil  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ]  [ molasses -> en:molasses  ]  [ coconut -> en:coconut  ]  [ almonds -> en:almonds  ]  [ sesame-seeds -> en:sesame-seeds  ]  [ seeds -> en:seeds  ]  [ sunflower-seeds -> en:sunflower-seeds  ]  [ seeds -> en:seeds  ]  [ cashews -> en:cashews  ]  [ walnuts -> en:walnuts  ]  [ honey -> en:honey  ]  [ salt -> en:salt  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ organic-cardamom-seed -> en:organic-cardamom-seed  ]  [ cardamom-seed -> en:cardamom-seed  ]  [ seed -> en:seed  ]  [ organic-fennel-seed -> en:organic-fennel-seed  ]  [ fennel-seed -> en:fennel-seed  ]  [ seed -> en:seed  ]  [ organic-fenugreek-seed -> en:organic-fenugreek-seed  ]  [ fenugreek-seed -> en:fenugreek-seed  ]  [ seed -> en:seed  ]  [ organic-nutmeg -> en:organic-nutmeg  ]  [ nutmeg -> en:nutmeg  ] 			0			0				c			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1904		18.18	3.64																																			63.64	10.91									7.3	10.91				0.254	0.1																					0.036		0.00327																			6	6		
0000000031172	http://world-fr.openfoodfacts.org/produit/0000000031172/maple-almond-granola-golden-temple	usda-ndb-import	1489055724	2017-03-09T10:35:24Z	1489055724	2017-03-09T10:35:24Z	Maple Almond Granola					Golden Temple	golden-temple																		US	en:united-states	États-Unis	Whole rolled oats, milled cane sugar, vegetable oil (canola and/or sunflower oil), molasses, maple syrup, almonds, honey, natural flavor, salt, organic cardamom seed, organic fennel seed, organic fenugreek seed, organic nutmeg						55 g (0.5 cup)		0	 [ whole-rolled-oats -> en:whole-rolled-oats  ]  [ rolled-oats -> en:rolled-oats  ]  [ oats -> en:oats  ]  [ milled-cane-sugar -> en:milled-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ vegetable-oil -> en:vegetable-oil  ]  [ oil -> en:oil  ]  [ canola-and-or-sunflower-oil -> en:canola-and-or-sunflower-oil  ]  [ and-or-sunflower-oil -> en:and-or-sunflower-oil  ]  [ or-sunflower-oil -> en:or-sunflower-oil  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ]  [ molasses -> en:molasses  ]  [ maple-syrup -> en:maple-syrup  ]  [ syrup -> en:syrup  ]  [ almonds -> en:almonds  ]  [ honey -> en:honey  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ salt -> en:salt  ]  [ organic-cardamom-seed -> en:organic-cardamom-seed  ]  [ cardamom-seed -> en:cardamom-seed  ]  [ seed -> en:seed  ]  [ organic-fennel-seed -> en:organic-fennel-seed  ]  [ fennel-seed -> en:fennel-seed  ]  [ seed -> en:seed  ]  [ organic-fenugreek-seed -> en:organic-fenugreek-seed  ]  [ fenugreek-seed -> en:fenugreek-seed  ]  [ seed -> en:seed  ]  [ organic-nutmeg -> en:organic-nutmeg  ]  [ nutmeg -> en:nutmeg  ] 			0			0				a			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1904		14.55	1.82																																			67.27	12.73									9.1	10.91				0.254	0.1																					0.036		0.00327																			-1	-1		
