Project,Version,num_downloads,month
pymmails,14.04,28,201703
pymmails,8,1,201704
pyquickhelper,10.12.1,3,201611
pyensae,14.04,1,201611
mlinsights,7,2,201903
pyquickhelper,10.12.6,5,201809
nimbusml,19,1,201906
mlstatpy,,780,201712
pyenbc,16.04,19,201809
pymyinstall,10.10.5,1,201710
pyensae,10.12.6,2,201806
lightmlrestapi,14.04,5,201804
pyquickhelper,18.1,3,201710
mlstatpy,10.10.3,1,201812
jyquickhelper,2,5,201811
pymyinstall,jessie/sid,2,201609
mlstatpy,16.10,1,201702
pymyinstall,14.04,2,201806
pyrsslocal,17.04,1,201706
jyquickhelper,2019.1,3,201902
tkinterquickhelper,18.10,3,201901
pyquickhelper,18,1,201903
pyensae,,306,201807
pyensae,10.13.2,3,201810
pyquickhelper,10.9.5,1,201709
pyquickhelper,10.12.6,5,201902
pymyinstall,wheezy/sid,30,201601
papierstat,10.12.6,1,201810
pyquickhelper,buster/sid,1,201903
jyquickhelper,14.04,75,201807
pyensae,10.10.5,3,201710
pyenbc,10.13.3,1,201902
pyquickhelper,12.04,15,201707
pyquickhelper,18.10,2,201905
pyquickhelper,,1821,201804
jyquickhelper,14.04,212,201710
pyenbc,10.13.4,2,201809
pymyinstall,10.12.5,2,201706
mlstatpy,9,2,201807
csharpy,9,1,201808
tkinterquickhelper,10.13.6,22,201901
pyquickhelper,24,1,201811
jyquickhelper,14.04,7,201906
nimbusml,18.10,4,201906
nimbusml,,4386,201901
pyensae,10.11.6,1,201704
onnxruntime,8,5,201905
pyquickhelper,7,20,201807
pymyinstall,7,1,201810
cpyquickhelper,7.5,1,201906
onnxruntime,2018.03,1,201904
jupytalk,14.04,4,201610
jupytalk,16.04,2,201701
jyquickhelper,8,1,201705
jupytalk,18.04,1,201805
tkinterquickhelper,7,1,201812
pyquickhelper,9,14,201805
tkinterquickhelper,14.04,21,201712
pysqllike,,334,201702
tkinterquickhelper,17.04,1,201809
pysqllike,,52,201603
pyquickhelper,10.12.2,4,201707
tkinterquickhelper,16.04,1,201705
jyquickhelper,16.10,1,201710
mlstatpy,14.04,42,201704
pyrsslocal,16.04,5,201611
mlstatpy,,770,201709
jyquickhelper,14.04,115,201810
teachpyx,,228,201704
jyquickhelper,7.5,1,201805
pymyinstall,10.13,2,201710
mlinsights,,651,201809
mlinsights,18.04,2,201903
nimbusml,stretch/sid,2240,201905
pyensae,10.11.5,2,201702
mlstatpy,16.04,5,201704
pymyinstall,17.04,2,201801
pyensae,14.04,4,201904
jyquickhelper,10.13.1,1,201903
pymyinstall,7,1,201811
skl2onnx,6.10,1,201904
pyenbc,9,2,201812
jyquickhelper,10.11.6,3,201705
pyquickhelper,6.2,2,201608
tkinterquickhelper,8,1,201705
pyenbc,,38,201906
pyensae,,596,201902
csharpyml,9,1,201805
pyquickhelper,12.04,1,201712
pyensae,10.11.6,1,201801
skl2onnx,19,1,201904
pyenbc,10.14,1,201810
pyquickhelper,18.04,37,201812
jyquickhelper,2016.1,1,201702
pyquickhelper,18.04,5,201806
cpyquickhelper,16.04,1,201804
jyquickhelper,stretch/sid,1,201712
pyquickhelper,10.13.1,3,201801
pyrsslocal,7.2,1,201802
pymyinstall,16.04,5,201703
pyensae,10.12.6,2,201902
pyensae,10.10.5,1,201702
scikit-onnxruntime,16.04,6,201905
pyensae,12.04,1,201712
tkinterquickhelper,,313,201711
skl2onnx,2018.03,13,201903
tkinterquickhelper,18.04,18,201901
jyquickhelper,28,1,201809
pyensae,10.12.5,2,201706
pyensae,rolling,1,201611
jyquickhelper,,1253,201711
tkinterquickhelper,17.04,3,201710
jyquickhelper,12.04,101,201702
tkinterquickhelper,17.04,1,201805
jyquickhelper,stretch/sid,1,201709
pyrsslocal,,34,201806
pyquickhelper,10.13.2,1,201901
jyquickhelper,10.11.6,4,201612
mlinsights,9,70,201810
pymyinstall,wheezy/sid,16,201611
pyenbc,7,1,201811
pyensae,17.10,1,201809
manydataapi,18.04,12,201904
pysqllike,,832,201610
pyquickhelper,10.13.6,18,201906
pyquickhelper,6,2,201711
pyquickhelper,10.13.6,59,201901
tkinterquickhelper,14.04,1,201902
pysqllike,16.04,2,201812
pyenbc,10.10.3,1,201812
pymyinstall,,3209,201801
tkinterquickhelper,16.04,50,201808
jyquickhelper,,649,201812
jyquickhelper,7.2,1,201902
pyensae,stretch/sid,1,201712
pyquickhelper,17.04,2,201709
pymyinstall,10.11.2,1,201709
tkinterquickhelper,9,15,201808
teachpyx,,114,201811
onnxruntime,9,91,201902
mlstatpy,16.04,1,201612
pymmails,,147,201804
jyquickhelper,10.11.6,2,201906
pymyinstall,5.11,1,201606
pyensae,12.04,50,201702
jyquickhelper,10.14.1,3,201901
jyquickhelper,10.14.2,10,201902
tkinterquickhelper,7,1,201708
teachpyx,16.04,1,201710
onnxruntime,,5680,201903
jyquickhelper,10.13.4,2,201812
papierstat,10.13.6,1,201809
nimbusml,16.04,1,201810
pyquickhelper,10.14.2,12,201901
csharpy,14.04,17,201810
csharpyml,9,1,201901
pyensae,14.04,1,201602
jupytalk,14.04,1,201706
pyrsslocal,,193,201802
mlstatpy,12.04,16,201701
jyquickhelper,10.13.5,1,201810
pymmails,16.04,24,201810
mlinsights,9,1,201902
pyrsslocal,,387,201706
pyquickhelper,16.04,3,201612
pyrsslocal,8,1,201711
jyquickhelper,12.04,1,201807
pyquickhelper,17.10,1,201906
pyrsslocal,10.11.1,1,201607
jupytalk,10.6.8,2,201709
tkinterquickhelper,,413,201811
pyquickhelper,8,1,201704
pyenbc,14.04,13,201802
pyensae,,546,201812
pyrsslocal,16.04,7,201701
mlinsights,7.5,5,201906
pyquickhelper,wheezy/sid,101,201602
papierstat,,249,201808
cpyquickhelper,19,1,201902
nimbusml,16.04,613,201902
pyensae,10.13.5,1,201810
nimbusml,18.04,5,201901
mlstatpy,10.14,1,201903
skl2onnx,14.04,20,201904
mlinsights,10.13.6,1,201906
pyquickhelper,10.14.5,8,201905
onnxruntime,27,1,201902
pyquickhelper,7.2,1,201708
jyquickhelper,15.9,1,201901
jyquickhelper,25,1,201710
jyquickhelper,wheezy/sid,150,201611
csharpy,18.04,1,201812
mlstatpy,10.13.6,1,201808
pyquickhelper,wheezy/sid,169,201701
pymmails,,480,201901
mlstatpy,10.12.2,1,201702
jyquickhelper,17.04,4,201803
pyquickhelper,2,1,201610
jyquickhelper,,680,201809
pymyinstall,wheezy/sid,16,201701
pymyinstall,14.04,2,201701
jyquickhelper,14.04,2,201903
pymyinstall,14.04,46,201707
pymmails,10.12.3,1,201709
pyquickhelper,18.1,1,201905
nimbusml,18,1,201904
pyenbc,10.12.6,1,201810
pyrsslocal,16.04,85,201903
tkinterquickhelper,18.08,1,201809
jyquickhelper,10.13.3,2,201808
jyquickhelper,10.13.3,1,201806
manydataapi,9,2,201905
pyensae,,629,201811
pyenbc,9,1,201902
pyquickhelper,7,1,201705
pyquickhelper,16.04,367,201902
teachpyx,,101,201805
tkinterquickhelper,15.0,1,201903
pyenbc,14.04,15,201805
skl2onnx,rolling,1,201901
onnxruntime,7,14,201812
tkinterquickhelper,28,2,201807
onnxruntime,10.14,5,201906
tkinterquickhelper,18.1,2,201709
papierstat,16.04,24,201811
lightmlrestapi,17.04,1,201801
pyensae,wheezy/sid,23,201611
pymyinstall,stretch/sid,1,201611
pyenbc,16.04,23,201808
jyquickhelper,9,541,201903
pymyinstall,18.04,2,201901
pyquickhelper,jessie/sid,26,201706
pyquickhelper,6.10,1,201905
csharpy,16.04,5,201809
pyensae,10.13.3,1,201808
tkinterquickhelper,17.10,1,201803
pyquickhelper,10.10.5,1,201904
pymmails,stretch/sid,1,201802
tkinterquickhelper,14.04,2,201808
tkinterquickhelper,18.04,25,201811
cpyquickhelper,16.04,61,201905
jyquickhelper,29,1,201905
mlstatpy,wheezy/sid,20,201610
pyrsslocal,10.12.6,8,201709
pyensae,16.10,2,201611
pymyinstall,,457,201807
cpyquickhelper,16.04,15,201904
pyquickhelper,,6467,201705
jyquickhelper,2018.1,1,201803
jyquickhelper,19,1,201812
pyrsslocal,18,1,201902
jyquickhelper,10.12.2,5,201701
jyquickhelper,2017.2,3,201710
tkinterquickhelper,7,1,201809
pyquickhelper,9,10,201707
jupytalk,,703,201706
pymyinstall,16.04,2,201711
pyensae,7,1,201902
pyquickhelper,10.12.4,3,201704
tkinterquickhelper,2017.1,1,201709
pyquickhelper,10.12.6,7,201710
jyquickhelper,8,109,201905
pyquickhelper,2014.0,1,201807
pymyinstall,10.13.1,1,201712
mlprodict,,88,201803
pyquickhelper,18.04,58,201901
pyquickhelper,10.9.5,1,201712
pyquickhelper,20,1,201610
mlstatpy,,193,201901
jyquickhelper,6.7,2,201704
pyquickhelper,16.04,12,201611
pyensae,10.12,1,201812
pyenbc,10.13.6,4,201809
skl2onnx,10.13.3,1,201905
mlstatpy,16.04,3,201803
pymyinstall,10.12.6,5,201809
pymyinstall,8,14,201707
tkinterquickhelper,8,1,201810
pyensae,24,2,201609
jyquickhelper,10.13.6,20,201809
pyquickhelper,6.10,1,201808
mlstatpy,unstable,1,201612
pymmails,10.12,1,201709
jyquickhelper,9,85,201808
onnxruntime,10.13.6,437,201906
pyrsslocal,14.04,30,201805
pyquickhelper,7,6,201707
pymmails,,499,201703
skl2onnx,10.12.6,7,201904
tkinterquickhelper,16.10,1,201809
pyquickhelper,8,1,201612
pyensae,10.14,4,201903
pyensae,10.10.4,2,201704
jyquickhelper,6,18,201710
mlstatpy,,771,201612
pymyinstall,16.04,138,201808
manydataapi,9,58,201810
pyrsslocal,7.2.1511,1,201602
jyquickhelper,10.13.6,40,201904
sparkouille,16.04,1,201805
pyrsslocal,wheezy/sid,15,201605
pyensae,2,1,201610
papierstat,10.14,1,201901
pymmails,17.04,1,201706
pyensae,10.9.5,2,201809
jyquickhelper,14.04,31,201806
pyensae,16.10,3,201609
manydataapi,18.04,14,201902
pyquickhelper,10.14.2,11,201902
tkinterquickhelper,,467,201812
jyquickhelper,17.10,1,201801
pyquickhelper,,3894,201701
pyquickhelper,20180110,1,201801
pyquickhelper,,6448,201703
skl2onnx,14.04,1,201902
pymyinstall,25,1,201709
pyensae,14.04,3,201701
jyquickhelper,10.12.6,6,201710
pyensae,10.10.5,1,201809
nimbusml,10.13.1,1,201810
pyrsslocal,16.04,1,201708
jyquickhelper,10.10.5,1,201812
cpyquickhelper,16.04,1,201806
tkinterquickhelper,8,4,201709
jyquickhelper,16.10,3,201702
pymyinstall,,21252,201607
sparkouille,,57,201902
pyquickhelper,10.11.5,2,201612
pyensae,6.7,3,201704
pyquickhelper,18.04,67,201904
teachpyx,,105,201905
pyquickhelper,14.04,2,201611
tkinterquickhelper,14.04,1,201707
pyensae,10.11.5,1,201605
pysqllike,14.04,2,201610
pyquickhelper,7.1.1503,1,201701
pyensae,2,3,201905
pyquickhelper,16.04,253,201809
skl2onnx,18.10,12,201905
mlinsights,,1014,201712
csharpyml,7,1,201811
jyquickhelper,16.10,1,201703
pyrsslocal,16.04,1,201804
skl2onnx,10.14.1,3,201903
pyensae,10.11.5,11,201606
manydataapi,10.14.3,1,201904
pyrsslocal,10.13.6,4,201809
pyensae,19,1,201812
pyquickhelper,10.10.5,1,201708
jyquickhelper,16.04,544,201808
jyquickhelper,6.10,2,201809
jyquickhelper,14.04,4,201610
onnxruntime,7.5,2,201903
tkinterquickhelper,18.08,10,201904
jyquickhelper,18.08.31.1,1,201905
jyquickhelper,10.13.1,1,201802
pyensae,16.04,78,201811
pyquickhelper,2016.1,1,201702
pymyinstall,,608,201804
jyquickhelper,10.10.5,2,201609
pymyinstall,10.13.6,2,201810
cpyquickhelper,8,4,201708
pymyinstall,8,1,201611
manydataapi,9,19,201901
tkinterquickhelper,10.14,4,201903
jupytalk,16.04,2,201811
pyquickhelper,7.4,1,201905
pyensae,7.2,1,201802
mlinsights,10.13.6,2,201905
pyensae,unstable,1,201612
pyrsslocal,42.1,1,201701
mlstatpy,9,26,201808
onnxruntime,2019.1,1,201905
jupytalk,,2342,201609
pymyinstall,,4052,201711
pyensae,10.11.6,1,201702
pyquickhelper,14.04,106,201702
pyensae,14.04,1,201612
pyensae,wheezy/sid,5,201612
pyensae,18.04,6,201808
pyquickhelper,18.3,3,201902
tkinterquickhelper,10.13.6,14,201905
pyquickhelper,12,1,201607
tkinterquickhelper,10.13.1,1,201804
pyrsslocal,,417,201709
pyquickhelper,7,2,201805
onnxruntime,27,1,201905
pyrsslocal,14.04,1,201602
pyrsslocal,14.04,1,201603
manydataapi,16.04,29,201810
jyquickhelper,10.10.5,1,201612
sparkouille,,56,201901
pyenbc,,62,201805
pyensae,10.14,4,201812
papierstat,18.04,7,201905
pyquickhelper,14.1,3,201609
cpyquickhelper,,320,201906
teachpyx,,358,201703
jyquickhelper,10.13.4,2,201808
pyquickhelper,stretch/sid,1,201608
cpyquickhelper,16.04,34,201902
pysqllike,,397,201709
jyquickhelper,26,1,201901
pyrsslocal,16.04,3,201702
pymyinstall,14.04,91,201710
pyrsslocal,14.04,30,201707
mlinsights,9,12,201906
pyrsslocal,10.13.6,2,201903
mlinsights,19,1,201902
pymyinstall,14.04,46,201803
skl2onnx,29,1,201904
pyensae,16.04,115,201905
jyquickhelper,4.5,1,201902
pyrsslocal,16.04,1,201710
lightmlrestapi,,97,201810
jyquickhelper,20170806,1,201708
pymmails,,1404,201708
pyrsslocal,17.04,2,201801
pyensae,14.04,49,201902
skl2onnx,10.13.6,3952,201903
jyquickhelper,18.2,1,201801
pyquickhelper,16.04,8,201802
pyquickhelper,26,2,201803
lightmlrestapi,,1614,201901
pyensae,testing,1,201612
pyensae,,707,201901
lightmlrestapi,9,1,201903
jyquickhelper,2017.09,1,201805
pyensae,12.04,16,201707
jupytalk,,1055,201704
mlstatpy,18.04,3,201811
skl2onnx,7.4,1,201902
pyquickhelper,10.13.2,3,201810
pyquickhelper,8,13,201710
mlstatpy,10.12.6,2,201710
lightmlboard,,570,201712
teachpyx,,109,201901
pysqllike,,863,201701
pyquickhelper,9,73,201902
pysqllike,,86,201804
pymmails,14.04,26,201805
pymyinstall,8,4,201811
onnxruntime,10.13.4,1,201902
pyquickhelper,stretch/sid,1,201710
pyrsslocal,12.04,1,201711
pyquickhelper,10.14.2,8,201812
pyenbc,10.13.6,1,201810
pyensae,,4633,201704
pymyinstall,18.04,2,201808
pysqllike,,494,201712
jyquickhelper,7,31,201903
manydataapi,10.11.6,4,201809
pyensae,14.04,33,201807
skl2onnx,6.10,1,201905
pyquickhelper,6,8,201809
mlstatpy,12.04,5,201611
jyquickhelper,16.04,13,201712
pyrsslocal,10.11.6,1,201611
pyquickhelper,7.2,1,201803
jupytalk,10.12.3,3,201703
onnxruntime,10.12.6,4,201812
nimbusml,10.14.2,1,201906
pyensae,10.13.4,1,201803
pyquickhelper,8,2,201806
manydataapi,16.04,22,201904
pysqllike,6.2,1,201609
pymmails,16.04,80,201808
mlstatpy,17.04,1,201705
tkinterquickhelper,6.9,1,201710
pyensae,v18.9.5,1,201809
tkinterquickhelper,10.12.5,2,201706
pyensae,16.10,2,201704
pyquickhelper,jessie/sid,3,201602
pymyinstall,10.11.6,3,201609
pymmails,18.04,5,201905
pyquickhelper,7,10,201904
pyensae,14.04,50,201706
pyensae,10.11.6,1,201707
nimbusml,18.0.4,1,201905
pyensae,29,3,201901
manydataapi,,205,201901
onnxruntime,16.04,9522,201905
teachpyx,10.13.6,2,201903
csharpy,9,1,201903
pyenbc,18.04,2,201901
tkinterquickhelper,18.08,3,201812
jyquickhelper,10.12.3,1,201709
jupytalk,,609,201708
mlstatpy,,75,201904
skl2onnx,stretch/sid,568,201903
mlstatpy,16.04,2,201702
pyrsslocal,10.12.1,1,201611
manydataapi,10.13.6,4,201809
skl2onnx,10.13.6,21,201905
pyquickhelper,10.11.6,7,201610
jyquickhelper,17.10,3,201808
tkinterquickhelper,17.1.11,1,201808
papierstat,8,2,201805
jyquickhelper,18.08,3,201811
tkinterquickhelper,15.7,1,201810
pyquickhelper,10.10.5,2,201602
tkinterquickhelper,18.2,1,201707
mlinsights,10.14.3,1,201904
tkinterquickhelper,15.8,1,201812
pyquickhelper,10.7.5,1,201608
mlprodict,9,1,201903
tkinterquickhelper,16.04,5,201706
pyquickhelper,10.11.1,2,201610
pyensae,14.04,9,201812
pymyinstall,10.13.6,2,201903
pyensae,,622,201804
nimbusml,18.04,5,201811
tkinterquickhelper,10.14.2,1,201812
pyensae,16.04,7,201701
jyquickhelper,wheezy/sid,202,201610
jyquickhelper,12.04,25,201703
pyquickhelper,16.10,1,201703
jupytalk,,1017,201607
lightmlboard,16.04,4,201812
pyquickhelper,7,2,201801
pymyinstall,25,1,201903
pymmails,wheezy/sid,141,201608
jyquickhelper,20170228,1,201703
jyquickhelper,10.12,1,201710
mlstatpy,,154,201803
pyquickhelper,,11008,201712
pyensae,16.04,2,201711
papierstat,10.13.6,2,201810
pyquickhelper,19,3,201901
mlstatpy,10.13.1,1,201712
pyensae,14.04,137,201709
tkinterquickhelper,10.13.5,1,201808
tkinterquickhelper,10.11.6,1,201707
pyensae,,3233,201712
pyensae,10.11.1,2,201701
pyquickhelper,10.12.2,5,201701
pyquickhelper,17.10,3,201808
pyensae,10.10.5,3,201610
pyensae,14.04,126,201712
teachpyx,16.04,2,201704
pyensae,jessie/sid,1,201606
jyquickhelper,14.04,178,201705
mlstatpy,18.1,1,201704
pyquickhelper,stretch/sid,1,201611
mlinsights,7.4,1,201812
pyrsslocal,10.13.2,1,201801
jyquickhelper,7.6,1,201903
pyquickhelper,6.9,1,201804
jyquickhelper,10.11.2,2,201709
pyensae,14.04,71,201804
mlinsights,8,1,201712
jyquickhelper,10.12.3,4,201702
jyquickhelper,7.4,1,201708
skl2onnx,10.12.6,6,201905
pyquickhelper,18.04,8,201805
pyensae,kali-rolling,1,201703
mlstatpy,10.12.6,1,201711
tkinterquickhelper,10.14,1,201812
mlstatpy,,115,201812
pyrsslocal,16.04,25,201807
pyquickhelper,16.10,1,201701
pyquickhelper,18.08,10,201904
tkinterquickhelper,,161,201906
pyensae,10.12.4,3,201707
pymyinstall,18.04,3,201812
mlstatpy,10.12.3,1,201709
onnxruntime,14.04,152,201812
jupytalk,,336,201808
tkinterquickhelper,1.6,2,201803
lightmlrestapi,16.04,6,201807
jyquickhelper,,983,201901
pyquickhelper,7.2,2,201603
pysqllike,,384,201703
jyquickhelper,10.9.5,1,201612
pyensae,6.9,1,201711
pyquickhelper,5.0,1,201903
jupytalk,,186,201805
pymyinstall,10.11.6,1,201611
pymyinstall,14.04,3,201902
pyensae,rolling,1,201705
pyquickhelper,8,5,201811
jyquickhelper,,1213,201712
jupytalk,,606,201709
nimbusml,7.4.1708,3,201812
pyquickhelper,18.4,1,201804
pymyinstall,wheezy/sid,180,201609
pyrsslocal,2,1,201705
pymyinstall,10.14.4,1,201905
pyenbc,10.13.6,1,201903
pyensae,18.1,1,201704
jyquickhelper,18.04,67,201902
pyensae,,3206,201711
pyrsslocal,16.04,6,201609
jupytalk,stretch/sid,1,201610
pysqllike,8,4,201708
pyenbc,18.04,1,201812
manydataapi,16.04,84,201903
pyensae,17.04,2,201709
pymmails,16.04,1,201711
pyrsslocal,10.10.5,1,201702
pymyinstall,16.04,62,201904
pyquickhelper,16.04,663,201901
skl2onnx,2,2,201904
pyquickhelper,2.3,1,201702
jyquickhelper,5.0,1,201905
pyensae,,9059,201609
pymmails,,423,201802
jyquickhelper,9,186,201905
pyenbc,10.14.4,1,201904
pyquickhelper,10.10.5,2,201710
pyrsslocal,14.04,28,201803
sparkouille,16.04,4,201809
pyensae,18.3,1,201806
pyrsslocal,10.12.5,1,201809
jyquickhelper,18.3,2,201806
jyquickhelper,14.04,122,201702
tkinterquickhelper,18.2,1,201712
pyquickhelper,18.08,1,201809
mlstatpy,12.04,25,201703
pyquickhelper,jessie/sid,22,201704
jyquickhelper,17.04,4,201712
pymyinstall,16.10,12,201702
jyquickhelper,unstable,1,201612
pyrsslocal,16.04,80,201808
pyquickhelper,16.10,1,201612
tkinterquickhelper,7,1,201903
pyensae,10.11.6,1,201611
pyrsslocal,wheezy/sid,158,201609
pyrsslocal,10.13.3,1,201803
nimbusml,19.1,1,201904
pyquickhelper,14.04,4,201610
jupytalk,,1063,201705
jyquickhelper,24,1,201809
pyquickhelper,10.11.6,1,201707
lightmlrestapi,16.04,5,201905
onnxruntime,28,1,201901
jyquickhelper,jessie/sid,8,201610
jyquickhelper,7,70,201902
jyquickhelper,10.14.2,2,201904
csharpy,18.04,1,201905
mlstatpy,stretch/sid,2,201610
pyrsslocal,,983,201701
teachpyx,,263,201701
csharpy,,231,201904
mlstatpy,16.04,6,201609
nimbusml,10.13.6,4,201906
tkinterquickhelper,10.9.5,1,201712
jyquickhelper,10.14.1,14,201812
pyquickhelper,7.2,2,201802
pyensae,10.12.1,3,201611
jyquickhelper,10.14,7,201810
jyquickhelper,19.1,1,201903
pymmails,16.04,1,201612
jyquickhelper,18.04,34,201812
pyquickhelper,10.12.6,2,201811
jyquickhelper,18.0.4,1,201904
mlinsights,,689,201903
jyquickhelper,15.5,2,201804
pyquickhelper,10.14,2,201905
pyrsslocal,wheezy/sid,22,201601
pyensae,16.04,7,201609
skl2onnx,18.0.4,2,201906
pysqllike,,142,201903
pymyinstall,14.04,55,201704
onnxruntime,rolling,1,201903
pyrsslocal,jessie/sid,2,201609
pyrsslocal,10.12.6,1,201710
cpyquickhelper,18.04,1,201810
pyquickhelper,14.04,7,201906
onnxruntime,6.10,2,201901
jyquickhelper,14.04,244,201803
pymyinstall,16.04,172,201901
jyquickhelper,6.7,1,201705
cpyquickhelper,17.04,1,201801
pymmails,14.04,71,201801
mlstatpy,10.13.6,4,201809
jyquickhelper,10.11.6,1,201706
jyquickhelper,10.10.1,1,201711
jyquickhelper,18.0.2,1,201902
pyquickhelper,1.6,2,201808
pyquickhelper,19,1,201906
pyensae,,828,201809
pyquickhelper,10.11.5,1,201608
pymyinstall,8,2,201702
pyensae,10.14.2,2,201903
pyquickhelper,10.12.6,2,201803
jyquickhelper,10.10.5,1,201708
pyrsslocal,16.04,1,201805
jyquickhelper,10.12.6,3,201712
csharpy,16.04,1,201903
lightmlrestapi,14.04,15,201802
pymyinstall,wheezy/sid,78,201602
pyquickhelper,7,72,201902
pymmails,jessie/sid,1,201606
pyrsslocal,,3642,201606
pysqllike,,70,201803
skl2onnx,18.3,1,201905
csharpyml,16.04,1,201903
jyquickhelper,17.04,1,201707
mlinsights,10.13.6,1,201811
lightmlboard,8,2,201711
pyenbc,18,1,201902
pyquickhelper,9,112,201811
pyquickhelper,10.13.4,3,201802
pymmails,10.13.4,1,201806
pyensae,10.13,2,201710
pymmails,16.04,1,201805
csharpy,10.12.6,1,201905
pymyinstall,10.14.1,2,201812
pymyinstall,18.3,1,201804
pyrsslocal,8,1,201611
pyensae,7,1,201811
pyensae,14.04,1,201906
jyquickhelper,10.12,1,201708
tkinterquickhelper,10.13.2,1,201802
tkinterquickhelper,,422,201809
papierstat,16.04,41,201901
tkinterquickhelper,7,5,201811
onnxruntime,2017.03,14,201904
pyquickhelper,,655,201807
onnxruntime,7,13,201901
tkinterquickhelper,18,1,201807
pyensae,10.14.4,13,201904
pyenbc,9,2,201807
tkinterquickhelper,17.04,2,201711
jyquickhelper,2017.3,1,201712
pymyinstall,10.11.5,2,201606
manydataapi,9,1,201902
pyquickhelper,8,109,201708
jyquickhelper,10.14.3,9,201905
mlstatpy,16.04,41,201902
mlinsights,17.10,1,201804
skl2onnx,10.12.4,1,201904
csharpyml,16.04,2,201812
pyrsslocal,10.9.5,2,201809
pyquickhelper,8,36,201805
mlstatpy,10.12.2,1,201701
pyensae,10.11.6,6,201609
pyensae,10.12.5,1,201712
pyquickhelper,2018.03,1,201905
pyquickhelper,10.13.4,5,201811
jyquickhelper,10.13.4,4,201811
mlinsights,16.04,2,201802
onnxruntime,18.04,2,201809
pymmails,8,14,201708
mlprodict,9,2,201901
jyquickhelper,14.04,2,201701
pyrsslocal,10.13.6,1,201812
mlstatpy,10.10.5,1,201710
skl2onnx,10.14,10,201903
onnxruntime,15.0,1,201903
pyensae,7.5,4,201810
manydataapi,10.13.3,1,201902
pymyinstall,10.12.5,1,201710
jyquickhelper,10.13.6,33,201905
cpyquickhelper,9,2,201808
teachpyx,8,1,201704
mlstatpy,16.04,4,201701
skl2onnx,18.04,133,201903
csharpyml,18.04,1,201903
pyrsslocal,14.04,29,201703
pymyinstall,wheezy/sid,156,201610
pymyinstall,12.04,25,201703
lightmlrestapi,16.04,18,201808
jyquickhelper,3.7.0,1,201810
pyquickhelper,12.04,19,201706
pyrsslocal,wheezy/sid,140,201608
pyquickhelper,,9842,201711
pyensae,10.10.1,2,201607
pyquickhelper,10.12.2,4,201702
tkinterquickhelper,18.08,4,201901
jupytalk,16.04,1,201704
pymmails,10.14,1,201810
tkinterquickhelper,16.04,29,201906
pyensae,10.12.5,2,201707
mlstatpy,10.11.3,1,201611
pymyinstall,14.04,2,201606
pyensae,16.04,1,201608
nimbusml,16.04,228,201812
tkinterquickhelper,14.04,14,201803
pymyinstall,16.04,2,201612
onnxruntime,29,39,201904
mlinsights,10.14,1,201904
pyquickhelper,10.11.3,2,201609
pyrsslocal,,187,201901
tkinterquickhelper,14.04,3,201809
jyquickhelper,2017.3,1,201801
teachpyx,,252,201802
csharpyml,,109,201805
skl2onnx,20190430,1,201905
jupytalk,,238,201901
jyquickhelper,17.04,3,201705
teachpyx,8,3,201707
pymyinstall,10.13.2,3,201810
pyquickhelper,6,10,201608
jyquickhelper,6,15,201702
pyensae,18.3,1,201804
skl2onnx,10.11.6,2,201902
jyquickhelper,,1415,201708
mlstatpy,10.10.4,1,201704
lightmlboard,,238,201803
pyenbc,16.04,2,201810
cpyquickhelper,,397,201710
pyensae,10.10.5,1,201709
onnxruntime,2017.03,43,201905
pyrsslocal,10.10.5,1,201611
tkinterquickhelper,7,1,201802
pyenbc,18.10,1,201812
pyquickhelper,29,1,201904
pysqllike,,2041,201609
mlprodict,,580,201712
pymyinstall,2,1,201903
pymyinstall,wheezy/sid,97,201607
pyquickhelper,7,12,201711
pyensae,18.10,2,201904
onnxruntime,17.10,8,201905
onnxruntime,10.14.4,42,201904
pyquickhelper,10.14,9,201811
jyquickhelper,18.04,7,201805
mlinsights,8,1,201711
mlstatpy,16.04,13,201906
cpyquickhelper,,389,201809
pyrsslocal,wheezy/sid,93,201606
mlstatpy,,60,201807
jyquickhelper,14.04,225,201801
pyquickhelper,10.11.3,2,201602
pyquickhelper,jessie/sid,3,201601
teachpyx,,112,201904
pyrsslocal,10.13.6,1,201904
pymyinstall,10.10.5,2,201610
lightmlrestapi,9,2,201812
pysqllike,,2443,201608
pyensae,6.7,1,201705
manydataapi,,150,201903
nimbusml,2017.2,1,201905
pyensae,16.10,1,201705
pymyinstall,9,20,201808
jyquickhelper,24,1,201811
jyquickhelper,10.11.6,3,201610
skl2onnx,7.2,1,201905
pyquickhelper,14.04,20,201905
pymyinstall,,330,201905
pyensae,jessie/sid,4,201702
jyquickhelper,10.12.3,8,201703
mlinsights,,908,201902
pymyinstall,,1975,201710
pyquickhelper,18.1,1,201712
pyrsslocal,12.04,24,201703
pymyinstall,16.04,1,201708
skl2onnx,stretch/sid,658,201906
pyrsslocal,8,1,201704
pymyinstall,9,162,201811
pyquickhelper,8,1,201901
nimbusml,stretch/sid,220,201904
mlinsights,,493,201801
pyquickhelper,12.04,92,201702
pymyinstall,10.10.5,1,201606
lightmlrestapi,9,3,201712
pyquickhelper,17.0.6,1,201711
jupytalk,8,4,201708
jyquickhelper,6,18,201707
skl2onnx,10.14.2,3,201905
pyensae,10.14.2,9,201901
pyensae,10.14.2,9,201902
pyrsslocal,16.04,3,201706
